influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start,influencer_count,Same,total_people
790988,Toots & the Maytals,Reggae,1960,3627,Pato Banton,Reggae,1980,33,True,156
819344,Desmond Dekker,Reggae,1960,3627,Pato Banton,Reggae,1980,22,True,156
855773,Prince Jazzbo,Reggae,1970,3627,Pato Banton,Reggae,1980,4,True,156
131627,Creedence Clearwater Revival,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,35,True,264
137580,The Cramps,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,20,True,264
170369,Lynyrd Skynyrd,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,39,True,264
207735,Charlie Feathers,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,9,True,264
240311,Link Wray,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,22,True,264
289177,Sam the Sham & the Pharaohs,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,9,True,264
332141,Jerry Lee Lewis,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,53,True,264
519637,Brian Setzer,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980,4,True,264
578028,Mojo Nixon,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980,1,True,264
584923,Dave Edmunds,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,10,True,264
690254,ZZ Top,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,23,True,264
744265,Tony Joe White,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,7,True,264
767068,Keith Richards,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,15,True,264
921965,The Ventures,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,10,True,264
923384,Molly Hatchet,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,7,True,264
309458,Screamin' Jay Hawkins,R&B;,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,21,False,133
816890,Johnny Cash,Country,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,112,False,133
532957,Cab Calloway,Jazz,1930,3829,T-Bone Walker,Blues,1930,27,False,62
805930,Charlie Christian,Jazz,1930,3829,T-Bone Walker,Blues,1930,35,False,62
91650,Black Flag,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,93,True,117
123007,The Dickies,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,13,True,117
490141,The Weirdos,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,11,True,117
31380,Paula Abdul,Pop/Rock,1980,4852,Selena,Latin,1980,9,False,247
122754,Cyndi Lauper,Pop/Rock,1970,4852,Selena,Latin,1980,18,False,247
208774,Janet Jackson,R&B;,1970,4852,Selena,Latin,1980,59,False,247
237205,Madonna,Pop/Rock,1980,4852,Selena,Latin,1980,77,False,247
492331,Pretenders,Pop/Rock,1970,4852,Selena,Latin,1980,34,False,247
661524,Donna Summer,R&B;,1970,4852,Selena,Latin,1980,34,False,247
664817,Gloria Estefan,Pop/Rock,1970,4852,Selena,Latin,1980,16,False,247
145443,Fito Olivares,Latin,1990,4852,Selena,Latin,1980,1,True,9
806336,Los Tigres del Norte,Latin,1970,4852,Selena,Latin,1980,8,True,9
1190,Syreeta,R&B;,1960,5307,Alicia Keys,R&B;,1990,5,True,875
7689,TLC,R&B;,1990,5307,Alicia Keys,R&B;,1990,37,True,875
74195,Natalie Cole,R&B;,1950,5307,Alicia Keys,R&B;,1990,14,True,875
101946,Isaac Hayes,R&B;,1960,5307,Alicia Keys,R&B;,1990,35,True,875
134600,D'Angelo,R&B;,1990,5307,Alicia Keys,R&B;,1990,26,True,875
164053,Faith Evans,R&B;,1990,5307,Alicia Keys,R&B;,1990,14,True,875
165011,Dionne Warwick,R&B;,1960,5307,Alicia Keys,R&B;,1990,32,True,875
170770,Erykah Badu,R&B;,1990,5307,Alicia Keys,R&B;,1990,19,True,875
208774,Janet Jackson,R&B;,1970,5307,Alicia Keys,R&B;,1990,59,True,875
279337,Sade,R&B;,1980,5307,Alicia Keys,R&B;,1990,28,True,875
290072,Roberta Flack,R&B;,1960,5307,Alicia Keys,R&B;,1990,35,True,875
316834,Marvin Gaye,R&B;,1950,5307,Alicia Keys,R&B;,1990,169,True,875
361393,Prince,R&B;,1970,5307,Alicia Keys,R&B;,1990,90,True,875
376204,Mary J. Blige,R&B;,1990,5307,Alicia Keys,R&B;,1990,34,True,875
568861,The Sweet Inspirations,R&B;,1950,5307,Alicia Keys,R&B;,1990,9,True,875
614823,Brenda Russell,R&B;,1970,5307,Alicia Keys,R&B;,1990,7,True,875
622805,Stevie Wonder,R&B;,1960,5307,Alicia Keys,R&B;,1990,138,True,875
866491,Maxwell,R&B;,1990,5307,Alicia Keys,R&B;,1990,7,True,875
927555,Aretha Franklin,R&B;,1950,5307,Alicia Keys,R&B;,1990,95,True,875
933172,Allen Toussaint,R&B;,1950,5307,Alicia Keys,R&B;,1990,22,True,875
411761,Nina Simone,Vocal,1950,5307,Alicia Keys,R&B;,1990,52,False,53
887806,Oleta Adams,Pop/Rock,1980,5307,Alicia Keys,R&B;,1990,1,False,53
22124,Slayer,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,69,True,1211
84209,Kiss,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,89,True,1211
91650,Black Flag,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,93,True,1211
98465,Iron Maiden,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,69,True,1211
105422,Corrosion of Conformity,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,13,True,1211
163386,Exhorder,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,1,True,1211
192382,Deep Purple,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,95,True,1211
246611,Judas Priest,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,73,True,1211
260206,Van Halen,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,54,True,1211
287259,Saint Vitus,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,10,True,1211
315403,Venom,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,31,True,1211
371258,Napalm Death,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,13,True,1211
386253,Negative Approach,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,6,True,1211
406294,Megadeth,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,24,True,1211
424244,Ozzy Osbourne,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,27,True,1211
446509,Metallica,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,112,True,1211
490952,Anthrax,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,30,True,1211
501407,Mot脙露rhead,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,55,True,1211
561715,Godflesh,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,7,True,1211
579839,Suicidal Tendencies,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,23,True,1211
588450,Annihilator,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,7,True,1211
604852,Aerosmith,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,67,True,1211
673208,Manowar,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,14,True,1211
749970,Ted Nugent,Pop/Rock,1950,5441,Pantera,Pop/Rock,1980,23,True,1211
751910,Testament,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,12,True,1211
771438,Black Sabbath,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,171,True,1211
925852,Anvil,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,8,True,1211
957085,Danzig,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,15,True,1211
1098,Soundgarden,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,42,True,1483
22124,Slayer,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,69,True,1483
134729,Faith No More,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,37,True,1483
223627,John Frusciante,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,8,True,1483
260206,Van Halen,Pop/Rock,1970,5501,System of a Down,Pop/Rock,1990,54,True,1483
280956,Rollins Band,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,8,True,1483
351733,Nine Inch Nails,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,34,True,1483
357406,Nirvana,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,110,True,1483
388198,Neurosis,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,4,True,1483
424244,Ozzy Osbourne,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,27,True,1483
446509,Metallica,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,112,True,1483
506513,Mr. Bungle,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,17,True,1483
572737,Helmet,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,21,True,1483
579839,Suicidal Tendencies,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,23,True,1483
741746,Sepultura,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,21,True,1483
754032,The Beatles,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,615,True,1483
771438,Black Sabbath,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,171,True,1483
790820,Tool,Pop/Rock,1990,5501,System of a Down,Pop/Rock,1990,25,True,1483
806829,Jane's Addiction,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,40,True,1483
825251,Marilyn Manson,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,16,True,1483
863790,Rage Against the Machine,Pop/Rock,1990,5501,System of a Down,Pop/Rock,1990,29,True,1483
66915,Bob Dylan,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,389,True,2421
100160,The Kinks,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,192,True,2421
120521,Chuck Berry,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960,159,True,2421
180228,Elvis Presley,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960,166,True,2421
354105,Jimi Hendrix,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,201,True,2421
489303,The Yardbirds,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,105,True,2421
577627,The Who,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,149,True,2421
754032,The Beatles,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,615,True,2421
799053,Donovan,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,38,True,2421
824022,Little Richard,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960,88,True,2421
894465,The Rolling Stones,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960,319,True,2421
16835,The Paul Butterfield Blues Band,Blues,1960,5953,Alice Cooper,Pop/Rock,1960,1,False,46
239859,Leonard Bernstein,Classical,1940,5953,Alice Cooper,Pop/Rock,1960,7,False,46
309458,Screamin' Jay Hawkins,R&B;,1950,5953,Alice Cooper,Pop/Rock,1960,21,False,46
327765,John Barry,Stage & Screen,1950,5953,Alice Cooper,Pop/Rock,1960,17,False,46
22928,Steppenwolf,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,24,True,2852
41874,The Beach Boys,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,186,True,2852
46120,The Amboy Dukes,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,5,True,2852
66915,Bob Dylan,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,389,True,2852
76057,King Crimson,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,50,True,2852
100160,The Kinks,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,192,True,2852
114342,The Doors,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,74,True,2852
137474,Laura Nyro,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,32,True,2852
138699,Frank Zappa,Pop/Rock,1950,5953,Alice Cooper,Pop/Rock,1960,63,True,2852
182598,MC5,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,64,True,2852
311674,Vanilla Fudge,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,22,True,2852
346336,Pink Floyd,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,142,True,2852
354105,Jimi Hendrix,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,201,True,2852
489303,The Yardbirds,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,105,True,2852
489676,The Pretty Things,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,19,True,2852
562304,The Stooges,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,116,True,2852
577627,The Who,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,149,True,2852
642542,Burt Bacharach,Pop/Rock,1950,5953,Alice Cooper,Pop/Rock,1960,63,True,2852
754032,The Beatles,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,615,True,2852
772567,Iron Butterfly,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,22,True,2852
894465,The Rolling Stones,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960,319,True,2852
6334,Tony Bennett,Vocal,1940,5980,Paolo Conte,Vocal,1970,28,True,154
150629,脙鈥癲ith Piaf,Vocal,1930,5980,Paolo Conte,Vocal,1970,34,True,154
695189,Yves Montand,Vocal,1940,5980,Paolo Conte,Vocal,1970,2,True,154
792507,Frank Sinatra,Vocal,1930,5980,Paolo Conte,Vocal,1970,71,True,154
804476,Charles Aznavour,Vocal,1930,5980,Paolo Conte,Vocal,1970,19,True,154
66915,Bob Dylan,Pop/Rock,1960,5980,Paolo Conte,Vocal,1970,389,False,403
958533,Dave Brubeck,Jazz,1940,5980,Paolo Conte,Vocal,1970,14,False,403
28692,Terry Gibbs,Jazz,1940,6143,Alice Coltrane,Jazz,1960,1,True,188
175553,John Coltrane,Jazz,1940,6143,Alice Coltrane,Jazz,1960,118,True,188
208404,Dexter Gordon,Jazz,1940,6143,Alice Coltrane,Jazz,1960,17,True,188
640675,Bud Powell,Jazz,1940,6143,Alice Coltrane,Jazz,1960,38,True,188
868092,McCoy Tyner,Jazz,1960,6143,Alice Coltrane,Jazz,1960,14,True,188
404463,Ravi Shankar,International,1930,6143,Alice Coltrane,Jazz,1960,21,False,21
749222,Paul Oakenfold,Electronic,1980,6232,Robert Miles,Electronic,1980,5,True,9
752945,Paul van Dyk,Electronic,1990,6232,Robert Miles,Electronic,1980,4,True,9
37730,Pearl Jam,Pop/Rock,1990,6310,Semisonic,Pop/Rock,1990,41,True,735
39258,Paul Westerberg,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990,9,True,735
47789,BoDeans,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990,5,True,735
51992,Big Star,Pop/Rock,1970,6310,Semisonic,Pop/Rock,1990,75,True,735
66915,Bob Dylan,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990,389,True,735
78741,The Connells,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990,3,True,735
