A,B,C,D,E,F,G,H,I,J,label
1.2795059309999999,0.14753835099999998,-0.211892952,-0.391450972,-0.05111245,-0.199834769,0.056646169,0.05249882,-0.019507163,-0.061918423,2
0.706708703,0.42684489299999995,0.062441107999999995,-0.257096913,0.183826945,-0.213774453,-0.019072198000000002,-0.009842141,-0.022063202,-0.021919495,0
-0.9969156240000001,0.367215485,0.060416227,0.270735847,0.134904755,-0.009024151999999999,0.040075817,0.011339928999999999,-0.049332729000000006,0.024735262999999997,0
1.86608794,-0.343621588,-0.014711752,-0.49178047399999997,-0.121954021,-0.316133469,-0.085419386,-0.119842003,-0.066515822,0.069967981,7
1.474455963,0.13420599800000002,0.126069178,-0.034295167,-0.064317993,-0.061330248,-0.022952851,-0.086035389,0.0029670940000000004,0.016975841999999998,1
2.039883819,-1.0581195559999999,0.499194301,-0.39502331700000004,-0.32144051,-0.293981506,0.034067084,-0.199638381,0.00203573,0.077520028,5
0.8556712940000001,0.067336275,-0.537422254,-0.289658873,-0.120426584,-0.19792593600000002,0.117851952,-0.027283353,0.061973600999999996,-0.063057843,2
1.039971931,0.20407882800000002,-0.009221719,-0.00722059,0.005407062,0.1592451,-0.074488797,-0.09112532300000001,-0.016195195,-0.01943717,0
1.004073652,-0.524027433,-0.135761896,0.641127545,0.213588195,0.112553309,-0.13374081599999998,0.077750613,-0.002676302,-0.079462764,0
0.177616288,0.223379085,-0.370315292,0.33790863600000004,0.07217918799999999,-0.05520242,0.149456918,-0.058027450999999994,0.051402084,0.036470552999999996,0
1.6127214730000001,0.163993154,0.19630209,-0.086765113,-0.020555932,-0.328397577,-0.12924252,-0.055406582999999995,-0.097542041,0.023456126,1
0.909707805,0.303436046,-0.08288689,0.132361346,0.148073374,0.056906905,-0.045991185,-0.068757074,0.001108715,-0.015819579,0
0.9161101859999999,0.288000028,-0.09300316199999999,-0.089142946,0.037977829,0.174761241,-0.076951357,0.040586001000000003,-0.034614671,-0.020672175,0
0.101117785,0.467898958,0.244132646,0.162431523,0.335382854,-0.09100208900000001,-0.074519156,0.006516811999999999,0.019207432,-0.021007888,0
1.9775819769999998,-0.9613923240000001,0.426453116,-0.219951061,-0.028670149,-0.24976872100000003,0.039824029,-0.20780368800000001,-0.019918508,0.062472527,5
1.9141846530000002,-1.448751906,-0.142835215,0.624033508,-0.12535549699999998,-0.11296169,-0.305269982,0.300902187,-0.065046428,-0.07760727,14
0.012413272,0.475838625,-0.13314045,-0.300302866,-0.015086006,0.202884158,0.04048643,0.041507291,0.019156231,-0.022694965,0
1.816182973,-0.429597054,0.184723135,-0.135222314,-0.16837583899999997,-0.355751614,-0.05650035900000001,-0.031514449,-0.075678837,0.024892722000000003,3
0.99591706,0.188152089,-0.17778435199999998,-0.25906460000000003,-0.16780141899999998,0.036617661,0.023355797,-0.058892795,0.047205381,-0.084562891,0
0.522217983,0.597359548,-0.069295553,0.230334846,0.018099772,0.15007583300000002,0.11630873,0.001553084,0.014085705,0.013878038,1
1.695796314,-0.56875876,0.508657964,-0.126149768,0.135100691,0.504966318,-0.144966121,-0.076983018,-0.035842595,0.00167593,3
0.219449625,0.249477165,0.0367775,-0.11673915,0.235034484,0.138364136,-0.01064921,0.16211478599999998,0.09188657199999999,0.015922118,0
0.583943202,-0.263637226,-0.106101943,0.048195510999999996,0.403584193,0.242720625,-0.075850995,-0.09679311,-0.02185627,-0.04206914,0
1.985728585,-1.136116492,0.066213697,-0.021217272000000002,-0.152541391,0.35301808700000004,0.010666055,0.255630016,0.027753092000000004,-0.028124676,3
-0.017672536000000003,0.220689749,-0.273036795,-0.27907898,0.165658105,-0.049494694000000006,-0.21129440100000002,0.001222681,0.045635674,-0.024115997000000004,0
1.179924507,0.167344345,0.063444054,-0.136882676,-0.285835797,-0.206043859,0.049348055,-0.037059609,0.10948400400000001,0.009352882,1
0.473217403,0.175977052,-0.233785721,0.127704621,0.157847356,0.068301234,-0.164589725,-0.08737215300000001,-0.026726105,-0.062491215999999995,0
1.081492,-0.327620199,-0.039538686,-0.093157738,0.33538644,-0.064672674,-0.19940061,0.008260311999999999,-0.088728943,0.0064688540000000004,0
1.9905742419999999,0.025705241,1.9289012909999999,-0.646838685,0.246287222,0.19164481100000003,0.015963869,-0.056272401,0.009467738,0.098093098,11
0.7437932340000001,0.124102194,-0.502338617,-0.071189722,0.046641699999999994,0.08626234199999999,-0.06471188,-0.038240948,-0.045209998,0.006659181,0
1.893754762,-0.403303796,0.353790097,-0.39747078700000005,-0.38620859399999996,-0.228491807,0.11649421199999999,-0.10077024400000001,0.056738032,0.056301195,5
-0.347809016,0.155649134,-0.103928563,0.2471589,0.269798485,-0.21249752600000002,-0.12871332800000002,0.023005547999999997,0.047460237,-0.032258584,0
-0.347809016,0.155649134,-0.103928563,0.2471589,0.269798485,-0.21249752600000002,-0.12871332800000002,0.023005547999999997,0.047460237,-0.032258584,0
1.893754762,-0.403303796,0.353790097,-0.39747078700000005,-0.38620859399999996,-0.228491807,0.11649421199999999,-0.10077024400000001,0.056738032,0.056301195,17
1.436281119,-0.022820333999999998,-0.256729413,-0.232294455,-0.293193368,-0.072587543,-0.094714349,-0.079654726,0.07230436700000001,-0.10335319300000001,0
1.613595134,-0.162238989,0.617219567,-0.327644088,0.15668057300000002,0.579969949,-0.10264518199999999,-0.052835199000000006,-0.011124847,0.028710267999999997,3
1.423971453,-0.149046808,-0.252686709,-0.136049939,-0.264259415,-0.049190225,0.09891019599999999,-0.062716871,-0.005939909,-0.055252732,0
1.423971453,-0.149046808,-0.252686709,-0.136049939,-0.264259415,-0.049190225,0.09891019599999999,-0.062716871,-0.005939909,-0.055252732,0
2.013560829,-0.78331097,0.11662809800000001,-0.105816312,-0.366581082,0.102109351,-0.039962963,0.141850941,0.06969790599999999,0.106414034,3
-0.48550459999999995,0.052444399,-0.117052987,0.02222347,0.414830191,0.295577343,-0.150268307,-0.08989658,0.025711086,-0.043720592999999995,0
0.32335401,0.37657997600000004,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408,1
-1.62614663,0.228260063,0.001687237,0.234275767,0.18626668100000002,0.051701524000000006,-0.11377821,0.082109303,0.013554195,0.074384435,0
0.32335401,0.37657997600000004,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408,11
0.32335401,0.37657997600000004,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408,1
-1.065800218,0.47331015,0.168940345,-0.266867669,0.14684978199999998,-0.48074164399999997,-0.263631136,0.049545019,0.16196442,0.048001474,0
1.2182480340000001,-0.143877153,-0.370187714,-0.06761837,-0.07542438,0.043741994000000006,-0.078253245,-0.090369225,0.065373652,-0.027433403,0
1.916285395,-1.003752947,0.226155372,-0.050875268,-0.265541827,-0.44259579200000004,0.12451569800000001,-0.140986624,-0.022431403,0.046902572999999996,5
0.947608879,0.861529025,0.47447797,0.25225461899999996,-0.41881823799999995,-0.085864047,0.010026057,0.014589315,0.040093408999999997,0.027871111,7
1.964598135,-0.497859893,0.18314887100000002,-0.26186285,-0.253120517,0.34196298700000005,-0.154060732,0.035001462000000004,0.016637349,0.025053042,3
-2.117504727,0.38019981399999997,0.043426217,0.018481242,0.065441768,-0.20318475100000002,-0.2946455,-0.070300562,-0.01506664,0.055656625,0
1.817238251,-0.140748083,-0.041174543,-0.364003807,-0.160795221,-0.20205229800000002,0.09206396800000001,-0.075298957,0.011572406,0.023635744,2
1.9618194269999998,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539,2
1.9618194269999998,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539,3
1.9618194269999998,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539,3
0.567108747,0.124959495,-0.38020014799999996,-0.139804415,-0.09869205699999999,-0.01158621,-0.003779147,-0.018367193,-0.107816706,-0.027903612,0
0.521994266,0.22022441199999998,-0.199251756,-0.26977880600000004,-0.119993226,-0.091923585,0.061933836,-0.034636537,-0.01569315,-0.076129275,2
-0.205829962,0.020136194,-0.149766374,0.094530663,0.383695041,-0.117865636,-0.11843011699999999,-0.096325281,0.0008091560000000001,-0.008779855,0
0.515573119,0.250971447,-0.284934739,-0.257934633,0.20238500199999998,0.161611956,0.036179535,0.11369706,0.043881115,-0.054652117,0
0.82271644,0.00991565,-0.128046234,-0.078262527,-0.0034550609999999997,0.025529178,-0.071483456,-0.060617679,0.0015079639999999999,-0.04247274,0
1.101784644,-0.08801824300000001,-0.194809197,-0.095859839,-0.064478312,-0.155554568,-0.089766998,-0.03593075,-0.100584916,-0.05785698,0
1.140391143,0.120662435,-0.36186365200000004,-0.053977363,0.172255145,-0.012979643999999999,-0.09804860800000001,-0.040750496000000004,-0.006681915,-0.011699516,0
-0.643435085,0.16009294,-0.229276905,-0.06714182099999999,0.287428503,0.030098648,-0.162221943,-0.091576445,-0.021566221,-0.017410626000000002,0
1.795968688,-0.410545145,0.030915532000000003,-0.49305029,0.067600946,-0.268539718,-0.00320116,0.290376838,0.01989513,0.019165834,16
1.939138416,-1.66703096,0.741200147,0.101062731,0.6805586459999999,-0.469949658,-0.16090949599999999,0.24440609300000002,-0.17168211600000002,0.079005542,16
0.120733721,0.580433126,0.23116252699999998,0.006374751,0.022681372,-0.056777269000000005,-0.08639524400000001,0.049207457999999996,0.087035104,-0.045306902999999996,0
0.872544943,0.143151597,-0.167677419,-0.491023456,0.118995545,-0.328235933,-0.117640254,0.006073849,-0.049419129000000006,-0.026449017000000002,0
1.506402113,-0.019915461000000002,-0.157879641,-0.381561544,-0.140412119,-0.292222401,0.060192575,-0.035944462,-0.05504395,-0.015435823000000001,2
1.41777152,0.31681577,0.406096881,-0.120978785,0.110875751,0.037313854,-0.019976063,-0.051558467000000004,-0.076699823,0.043550911,9
0.25589335399999996,0.592164212,0.456238294,0.415413318,-0.109281591,-0.139235062,0.068594393,0.063611977,-0.074817004,0.03323412,0
0.833171343,0.09615571,-0.182563698,-0.164036407,0.35240168899999996,0.498166702,-0.330963624,0.023485405,-0.047970154,0.006788725,0
1.495170476,0.08990501599999999,-0.19327387199999999,-0.150001049,-0.16889095699999998,-0.225388427,0.040557887,-0.037981741,-0.016161728,0.000428893,2
1.636820666,-0.191958032,-0.0111443,0.071587201,-0.260093948,-0.141093534,-0.15879860199999998,-0.113404639,-0.046327675,0.019816274,0
1.273634519,0.226260978,-0.222076943,0.038287061000000004,-0.24275776699999999,0.023486503,-0.13888720300000001,-0.079016767,0.036732515,0.0009496680000000001,7
0.607059507,0.266865544,-0.06709886,-0.001353522,0.17877268100000002,0.193722638,-0.21731009399999998,0.202928684,0.021013922999999997,-0.027183109,0
0.97476292,0.34185062899999996,0.24001261,0.370132595,-0.12046820400000001,-0.081109733,-0.153474299,0.013684645,0.005495038000000001,-0.06504596,0
0.5602262029999999,0.155580715,-0.06275845,0.89820401,0.16834463600000002,0.002094711,0.170111437,-0.06706912200000001,0.094193018,0.011828578000000001,1
1.692441664,-0.051620556,0.87932662,-0.287323565,0.16091782699999999,0.215455805,-0.071672747,0.067082243,0.03131058,0.033664692,3
-1.4652189830000002,-0.085358395,0.234697032,0.31539649,0.43870234799999996,-0.058808070999999996,-0.102871626,-0.105904568,-0.004815896,0.007494009,0
1.192121673,0.451459072,0.162193625,-0.056975605,0.08612125,0.09394362699999999,-0.07167470299999999,-0.066466237,0.000157506,-0.01007451,1
-0.329742488,0.369684355,-0.30906791899999997,-0.09159659,0.132514603,-0.080836811,-0.16004381199999998,-0.005871749,0.029249697999999998,0.00276625,0
0.8896770909999999,0.35976111299999997,-0.45302359999999997,-0.232169474,0.115485918,-0.008834547,-0.030232633,-0.036704108,-0.004918016,-0.007346330999999999,0
-0.162611543,0.391898046,-0.306940172,-0.18719252100000003,-0.07817515,-0.025469323,-0.061868504000000005,0.071272052,0.026807187000000003,-0.018097438,0
0.131040874,0.15271539,-0.154537807,-0.085975251,0.164868219,0.183577245,-0.310441119,0.082985512,-0.021014509,-0.015791527,0
0.405359775,0.447979877,-0.33742071,0.00348121,0.016496801999999998,0.229919202,0.08971725,-0.012872191000000002,-0.000680547,-0.039971467999999996,0
1.639560906,0.001825046,0.40528035,0.46000180399999996,-0.24260110399999998,-0.002536154,-0.030151214,-0.01370382,-0.008054846,-0.017911778,0
0.405359775,0.447979877,-0.33742071,0.00348121,0.016496801999999998,0.229919202,0.08971725,-0.012872191000000002,-0.000680547,-0.039971467999999996,11
0.972297851,0.136615621,-0.6182527560000001,0.18266626800000002,0.027621266000000002,0.051775626,0.06596693299999999,-0.04028247,0.002354249,0.019566273999999998,0
-0.415492415,0.525444577,0.340703559,0.739147942,-0.160930485,-0.016163963,0.146719081,-0.026230264,-0.002036714,0.053656017,1
0.832194423,0.16944957100000002,-0.617789254,-0.231023924,-0.052774483,-0.099338731,0.098753125,-0.045489355999999995,0.06648304099999999,-0.012597492,2
2.096539476,-0.374628137,2.779043745,-1.887173261,0.36236245899999997,0.086366061,0.36214735,-0.12665431900000002,0.093581785,-0.047347147,5
0.5585807389999999,0.140888243,-0.102921902,0.01400995,0.26031276600000003,0.038224826,-0.023897882999999998,-0.0021750989999999998,0.018828901999999998,0.017247089,0
1.8078213859999999,-0.323598526,-0.220226058,0.058088136,-0.263951615,0.022024037000000003,0.004728665,-0.128943744,-0.0027802609999999996,0.021835518999999998,0
0.083381313,0.346726077,0.05074700099999999,0.140733282,0.308359079,0.035671157,-0.024052906000000002,-0.075006246,0.026690828,0.026155986000000003,0
0.784424604,0.170809997,-0.36404076700000004,0.105497693,0.17460329600000002,0.055168227,0.047179507999999995,-0.01378121,0.024607045,-0.009724171,0
1.667125591,-1.061860637,-0.161084747,0.438331952,0.066066091,0.159568934,-0.289649631,0.270297732,-0.08678570099999999,-0.17821472600000002,0
0.44495730000000006,0.333198089,0.587091919,0.269490629,0.15685442800000002,0.16893307300000002,-0.219377684,0.0011060689999999999,-0.022200104,-0.04865788099999999,0
0.687774579,0.379550027,-0.35020397799999997,-0.201267837,-0.190256891,-0.037156663,-0.0029638459999999996,-0.012339916000000001,-0.010115086,-0.075422988,7
1.5884086990000001,0.501575232,-0.024984523999999998,0.0104955,-0.371800422,-0.19416487699999999,-0.223303335,-0.06636631,0.094073515,0.127158973,7
-2.130840736,0.309295787,0.159282292,0.19151637800000001,0.080418541,-0.327974623,-0.160010339,-0.021786628,-0.043447306,-0.007820842,0
-0.16052475900000002,0.316747897,0.011307798,0.20933924899999998,0.26578641199999997,-0.101155285,-0.14261030800000002,-0.012706531,-0.031949667,-0.04312215900000001,0
1.847751009,-0.334901864,0.419108441,-1.150510282,-0.155042584,-0.16239287800000002,0.209969475,-0.119670278,0.075462618,0.030212205,2
-0.059347175,-0.202006374,-0.100301752,0.113810505,0.376932069,0.1454966,-0.323651035,-0.060870278,-0.024143953,-0.053107838,0
1.553207449,0.610142219,0.157863077,-0.269280263,0.006311136,-0.298815197,-0.017432103,0.127942485,0.042258252,-0.037609052000000004,0
1.8413945440000001,-0.41353418200000003,0.134702549,-0.313512484,-0.17001623800000001,0.464336051,-0.068243227,0.07750646,0.081566446,0.004196414,3
1.444030507,-0.382109989,-0.277118341,-0.18266964100000002,-0.196761855,-0.199378577,-0.042427270999999996,-0.114006168,0.026999822000000003,0.004893045,0
0.448227051,-0.042044501,-0.06541899400000001,0.09261164599999999,0.407338373,0.43264882600000004,-0.24425580600000002,-0.091129962,-0.083245765,0.021510803999999998,0
1.481118783,-0.064609006,-0.19455202100000002,0.168926066,-0.240776845,-0.293239032,-0.169680613,-0.014844906000000001,-0.062720105,-0.086512569,0
0.314365654,0.219180657,-0.511630999,0.018345306000000002,0.077444388,-0.02603781,0.108413088,-0.061302342,0.077655645,-0.007022021,2
0.882222563,0.180446355,-0.560316189,0.125457615,0.16545210400000002,-0.143872487,-0.037105282,-0.06390522,0.001334232,-0.005321965,7
1.685998022,-0.581859264,0.250882692,0.42694109799999996,0.007261462,-0.17744862600000003,-0.11935494199999999,-0.14874863900000002,-0.106154532,0.00976685,5
1.118535488,0.31845483399999996,-0.13575274699999998,-0.37179075,0.015205389,-0.006424023,-0.018263953,-0.048542601,-0.017734609,-0.016417976,1
-0.753308215,0.49279978,0.16677782900000002,0.532052482,0.123627633,-0.181703292,0.06501937099999999,0.017940139,-0.024486177,0.013860381000000001,0
0.31517647,0.392815983,0.303420903,0.425015129,0.215518713,-0.028436469,-0.259283433,0.065482094,-0.080278734,0.010975365,0
0.028343955,0.409056831,-0.092584914,-0.107931198,0.044239685,-0.018760775,-0.057658825999999996,0.043658512000000003,-0.007407768,-0.04504768,0
2.153405682,-1.7594047680000002,0.9623690140000001,-0.081534963,0.296719801,-0.174141187,0.112437465,-0.24359756600000002,-0.10587114,0.01686163,15
0.6490712829999999,-0.015511421000000001,-0.284572822,-0.18903398,-0.056507112000000005,0.039322934,0.002605195,-0.099273359,-0.018275433,-0.052970984000000006,2
0.254335899,0.521717477,0.47457228700000004,0.931623823,-0.093266936,-0.003169627,0.004866861,-0.045660871,0.035157051,0.046436044,1
1.728268671,-0.366285133,-0.12184797800000001,0.08597139300000001,-0.39700313600000003,-0.09641064199999999,-0.128191097,0.131889187,0.060653527,-0.034962415,7
0.9614151470000001,0.37049504899999997,0.111299152,-0.042136825999999995,0.150953187,0.052813186,-0.057957626,-0.045153498,-0.02865808,-0.013321946000000001,0
-2.156432706,0.049434278,-0.065461424,-0.07946349,0.220707442,0.12466345,-0.014031696000000001,-0.033827848,-0.022897224,-0.005449998,0
1.66494225,0.0057786059999999995,0.214531206,-0.09604884300000001,-0.415332442,-0.315297637,-0.203928008,-0.08792573,-0.003815784,0.06580997,7
1.824240483,0.023010374,1.147204802,0.225994463,-0.289680707,0.013822923,-0.092620485,-0.117443022,-0.024225481,-0.010337347,5
0.808017047,0.318149785,-0.325437452,-0.20322874100000002,-0.125688326,0.21763404600000003,0.03489122,-0.059581792,-0.005986033000000001,-0.0464486,0
0.999023401,0.6295747660000001,0.5355825470000001,0.219651853,-0.076561938,0.268499047,0.05776350400000001,0.013187501,-0.035470867,0.002715555,1
1.483383792,0.199082206,0.127066034,-0.828042432,0.229589218,-0.353958275,-0.034407406,0.490858652,0.071418032,-0.014768495,0
1.5336233209999999,0.085917223,-0.173505248,0.04817233,-0.148562116,-0.033306254,0.0279603,-0.016565873000000002,-0.042257605,-0.063844909,0
1.958459837,-1.015861153,2.1455170519999998,-0.990476932,0.669463959,0.11942027699999999,0.06315235599999999,0.136744263,-0.012692316,0.126812987,6
1.906448821,-0.6713706779999999,0.379131757,-0.204083111,-0.10988313599999999,-0.139396049,0.0076197190000000005,-0.160894104,-0.036426265,0.071108485,5
0.877141848,0.133955828,-0.24801457899999999,0.32530708,0.115705054,-0.004649393,0.106067466,-0.081508489,0.029746448999999998,0.015805228,1
-0.025157197000000003,0.474038195,-0.051554256,0.549586471,-0.038547445,-0.07554676099999999,0.122865121,-0.021152616000000003,0.032202061000000004,0.041128809,0
0.64989996,0.476953598,-0.134309757,-0.24398727899999997,-0.109825315,0.11065133699999999,0.014741279,-0.037282973999999997,0.038994943,-0.02919647,0
-1.195785248,0.016723717,0.301327803,0.319109484,0.591067301,0.11414399300000001,-0.42267767799999995,-0.059274062,-0.117237657,0.049753803,0
0.996352035,0.343739116,0.106059375,-0.352238585,0.120199616,-0.362224986,-0.030527214,0.011728068000000001,-0.046436610999999996,-0.016165066000000002,0
1.039061023,-0.200535765,-0.36403003899999997,0.732476708,0.335018845,-0.135632425,0.032024496,-0.087883776,-0.028797085,0.009929463000000001,0
1.779971734,0.063740772,0.67814366,-0.284137949,0.109599276,-0.070150611,-0.104737515,0.036217011,-0.022967357,0.054555638,3
0.78847158,-0.21710464899999998,-0.39726582899999996,0.506778715,0.286258453,-0.109154339,-0.131954522,0.17600832600000002,-0.039391656000000004,0.024631277000000004,0
1.748659612,-0.238599012,0.312671152,0.068832611,-0.456148354,-0.068796163,-0.051085825,-0.09219621300000001,-0.004926778,-0.069859381,8
1.729089897,-0.047353149000000004,0.398737224,0.029017771,-0.285107618,-0.09205270800000001,-0.098122239,-0.026449788,-0.009272592,0.038087995,1
1.875678173,-0.276428217,0.092468182,-0.336845923,-0.14499848,0.349754522,-0.126400336,0.171107625,0.06308097,-0.043861631,3
1.978931955,-0.562775531,0.9483611470000001,-0.352222569,0.31817719699999997,0.131332469,0.049721298,0.38086523,0.08340991,0.001492848,3
0.887703659,0.07805411799999999,-0.438730816,-0.18430923300000002,0.15676114300000002,0.006673631,-0.048052029,-0.0068671290000000005,0.007529320999999999,-0.025467376,0
1.3130639709999998,0.571492346,0.367494298,-0.199643087,0.029884894,-0.270319834,-0.077627855,-0.005625863,-0.023228723,-0.000537134,0
1.378391481,-0.105072236,0.080386266,-0.210743247,-0.16378373599999999,-0.17138991899999997,0.005760541,0.030265554,0.009957544,-0.033958103999999996,0
1.378391481,-0.105072236,0.080386266,-0.210743247,-0.16378373599999999,-0.17138991899999997,0.005760541,0.030265554,0.009957544,-0.033958103999999996,6
0.403114614,0.301631647,-0.243903989,-0.053477844000000004,0.179152055,0.242239559,-0.228403115,-0.10724071199999999,-0.018308769,-0.024528017000000003,0
1.781272384,-1.2727165120000001,-0.051554288,0.674772092,0.499101125,-0.653161572,-0.017855534,0.41403954600000004,-0.134513824,0.01399038,14
-0.411508379,0.444328261,-0.49350166799999995,0.197293112,0.021779503,-0.191010194,0.048004347,-0.020395515,0.045667532000000004,0.041379217999999995,0
1.322277707,0.354756346,-0.191062765,0.24804733899999998,-0.293927249,-0.101150718,0.177113388,0.016997167,0.060401367000000004,0.024119198999999997,0
-1.9388027140000001,0.41634976100000004,-0.027104131,0.179542201,0.048289759,-0.147916802,-0.024304692000000003,-0.051759112,0.071233109,0.033997283999999996,0
1.5894250980000002,-0.41613039799999996,0.47318008799999994,-0.5791054179999999,0.11890173400000001,-0.331217359,0.08421573199999999,0.133194881,0.08636508300000001,-0.062329095999999994,16
1.4908109580000002,0.27293848800000003,0.25805668,-0.037296378,0.019585769,-0.050541748,-0.046693632,-0.047732736,0.011282263,-0.000512438,9
1.322277707,0.354756346,-0.191062765,0.24804733899999998,-0.293927249,-0.101150718,0.177113388,0.016997167,0.060401367000000004,0.024119198999999997,10
0.8118470959999999,0.413677498,-0.155542315,-0.106075289,0.085590333,0.17617286899999998,-0.046805611,0.008771546,-0.022799012,-0.044806775,1
-0.30469135199999997,0.420015449,0.044539092999999995,0.019410293000000002,0.15762549,0.153073506,0.048003465999999995,-0.052935149,0.030673375,-0.050752829000000006,0
