influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start,influencer_count,Same,total_people
245039,Vassar Clements,Country,1950,7031,Alison Krauss & Union Station,Country,1980,11,True,36
389979,Ralph Stanley,Country,1940,7031,Alison Krauss & Union Station,Country,1980,20,True,36
778568,J.D. Crowe & the New South,Country,1970,7031,Alison Krauss & Union Station,Country,1980,5,True,36
334740,Ronnie Milsap,Country,1960,7974,T. Graham Brown,Country,1980,13,True,13
39013,Alkaline Trio,Pop/Rock,1990,8570,Senses Fail,Pop/Rock,2000,8,True,101
305363,Saves the Day,Pop/Rock,1990,8570,Senses Fail,Pop/Rock,2000,10,True,101
563834,Dag Nasty,Pop/Rock,1980,8570,Senses Fail,Pop/Rock,2000,8,True,101
579839,Suicidal Tendencies,Pop/Rock,1980,8570,Senses Fail,Pop/Rock,2000,23,True,101
690456,Youth of Today,Pop/Rock,1990,8570,Senses Fail,Pop/Rock,2000,4,True,101
781766,Cro-Mags,Pop/Rock,1990,8570,Senses Fail,Pop/Rock,2000,6,True,101
808944,Jawbreaker,Pop/Rock,1980,8570,Senses Fail,Pop/Rock,2000,26,True,101
855836,The Promise Ring,Pop/Rock,1990,8570,Senses Fail,Pop/Rock,2000,16,True,101
178906,Jawbox,Pop/Rock,1980,8591,Sparta,Pop/Rock,2000,19,True,253
219203,U2,Pop/Rock,1970,8591,Sparta,Pop/Rock,2000,81,True,253
572737,Helmet,Pop/Rock,1980,8591,Sparta,Pop/Rock,2000,21,True,253
583618,Sunny Day Real Estate,Pop/Rock,1990,8591,Sparta,Pop/Rock,2000,33,True,253
798606,Fugazi,Pop/Rock,1980,8591,Sparta,Pop/Rock,2000,42,True,253
803026,Government Issue,Pop/Rock,1980,8591,Sparta,Pop/Rock,2000,4,True,253
808944,Jawbreaker,Pop/Rock,1980,8591,Sparta,Pop/Rock,2000,26,True,253
855836,The Promise Ring,Pop/Rock,1990,8591,Sparta,Pop/Rock,2000,16,True,253
859509,Quicksand,Pop/Rock,1990,8591,Sparta,Pop/Rock,2000,11,True,253
1433,Pam Tillis,Country,1980,9437,SHeDAISY,Country,1980,11,True,138
133057,Jo Dee Messina,Country,1990,9437,SHeDAISY,Country,1980,7,True,138
161808,Shania Twain,Country,1990,9437,SHeDAISY,Country,1980,20,True,138
162269,Faith Hill,Country,1990,9437,SHeDAISY,Country,1980,17,True,138
162487,Dixie Chicks,Country,1980,9437,SHeDAISY,Country,1980,19,True,138
227088,Deana Carter,Country,1990,9437,SHeDAISY,Country,1980,6,True,138
286115,Lorrie Morgan,Country,1970,9437,SHeDAISY,Country,1980,13,True,138
340446,McBride & the Ride,Country,1980,9437,SHeDAISY,Country,1980,1,True,138
368112,Martina McBride,Country,1990,9437,SHeDAISY,Country,1980,16,True,138
495861,Mindy McCready,Country,1990,9437,SHeDAISY,Country,1980,3,True,138
749476,Trisha Yearwood,Country,1990,9437,SHeDAISY,Country,1980,12,True,138
750131,Terri Clark,Country,1990,9437,SHeDAISY,Country,1980,4,True,138
858375,Mary Chapin Carpenter,Country,1980,9437,SHeDAISY,Country,1980,9,True,138
270491,Joni Mitchell,Pop/Rock,1960,9437,SHeDAISY,Country,1980,116,False,134
834108,Sarah McLachlan,Pop/Rock,1980,9437,SHeDAISY,Country,1980,18,False,134
100160,The Kinks,Pop/Rock,1960,9490,Shed Seven,Pop/Rock,1990,192,True,794
393345,Oasis,Pop/Rock,1990,9490,Shed Seven,Pop/Rock,1990,24,True,794
564333,The Stone Roses,Pop/Rock,1980,9490,Shed Seven,Pop/Rock,1990,27,True,794
577627,The Who,Pop/Rock,1960,9490,Shed Seven,Pop/Rock,1990,149,True,794
894465,The Rolling Stones,Pop/Rock,1960,9490,Shed Seven,Pop/Rock,1990,319,True,794
899530,The Smiths,Pop/Rock,1980,9490,Shed Seven,Pop/Rock,1990,83,True,794
7731,Papa Roach,Pop/Rock,1990,9787,Taproot,Pop/Rock,1990,5,True,235
7920,Alice in Chains,Pop/Rock,1980,9787,Taproot,Pop/Rock,1990,44,True,235
88180,Kid Rock,Pop/Rock,1980,9787,Taproot,Pop/Rock,1990,15,True,235
112789,Korn,Pop/Rock,1990,9787,Taproot,Pop/Rock,1990,37,True,235
134729,Faith No More,Pop/Rock,1980,9787,Taproot,Pop/Rock,1990,37,True,235
543595,Candlebox,Pop/Rock,1990,9787,Taproot,Pop/Rock,1990,13,True,235
572737,Helmet,Pop/Rock,1980,9787,Taproot,Pop/Rock,1990,21,True,235
750742,Slipknot,Pop/Rock,1990,9787,Taproot,Pop/Rock,1990,8,True,235
782768,Creed,Pop/Rock,1990,9787,Taproot,Pop/Rock,1990,22,True,235
813946,Deftones,Pop/Rock,1980,9787,Taproot,Pop/Rock,1990,33,True,235
167320,Fear Factory,Pop/Rock,1980,9970,Spineshank,Pop/Rock,1990,13,True,79
178122,Filter,Pop/Rock,1990,9970,Spineshank,Pop/Rock,1990,4,True,79
813946,Deftones,Pop/Rock,1980,9970,Spineshank,Pop/Rock,1990,33,True,79
863790,Rage Against the Machine,Pop/Rock,1990,9970,Spineshank,Pop/Rock,1990,29,True,79
15318,Travis Tritt,Country,1980,11052,Tracy Byrd,Country,1990,16,True,279
81561,Keith Whitley,Country,1970,11052,Tracy Byrd,Country,1990,21,True,279
207127,Ricky Van Shelton,Country,1980,11052,Tracy Byrd,Country,1990,11,True,279
214162,Vince Gill,Country,1970,11052,Tracy Byrd,Country,1990,29,True,279
251375,Johnny Paycheck,Country,1950,11052,Tracy Byrd,Country,1990,16,True,279
300749,Sammy Kershaw,Country,1990,11052,Tracy Byrd,Country,1990,2,True,279
396676,Randy Travis,Country,1970,11052,Tracy Byrd,Country,1990,35,True,279
522768,Brooks & Dunn,Country,1990,11052,Tracy Byrd,Country,1990,14,True,279
605375,Alan Jackson,Country,1990,11052,Tracy Byrd,Country,1990,27,True,279
792370,Clint Black,Country,1980,11052,Tracy Byrd,Country,1990,23,True,279
798248,Garth Brooks,Country,1980,11052,Tracy Byrd,Country,1990,38,True,279
944084,George Strait,Country,1970,11052,Tracy Byrd,Country,1990,47,True,279
18258,Teena Marie,R&B;,1970,11210,Tara Kemp,R&B;,1990,19,True,19
740833,Grant Lee Buffalo,Pop/Rock,1990,11506,Palace,Pop/Rock,1990,10,True,10
44994,Sonny Landreth,Blues,1970,11608,Tab Benoit,Blues,1990,6,True,128
129547,"Clarence ""Gatemouth"" Brown",Blues,1940,11608,Tab Benoit,Blues,1990,13,True,128
369270,Professor Longhair,Blues,1930,11608,Tab Benoit,Blues,1990,18,True,128
611102,Albert Collins,Blues,1950,11608,Tab Benoit,Blues,1990,15,True,128
617844,Albert King,Blues,1950,11608,Tab Benoit,Blues,1990,36,True,128
942529,Buddy Guy,Blues,1950,11608,Tab Benoit,Blues,1990,40,True,128
205180,Dr. John,Pop/Rock,1950,11608,Tab Benoit,Blues,1990,16,False,257
313284,Little Feat,Pop/Rock,1960,11608,Tab Benoit,Blues,1990,24,False,257
354105,Jimi Hendrix,Pop/Rock,1960,11608,Tab Benoit,Blues,1990,201,False,257
625739,Stevie Ray Vaughan,Pop/Rock,1970,11608,Tab Benoit,Blues,1990,16,False,257
112789,Korn,Pop/Rock,1990,11664,American Head Charge,Pop/Rock,1990,37,True,37
178014,U-Roy,Reggae,1960,12570,Sister Carol,Reggae,1990,24,True,31
573978,Marcia Griffiths,Reggae,1960,12570,Sister Carol,Reggae,1990,7,True,31
152023,Everclear,Pop/Rock,1990,12595,American Hi-Fi,Pop/Rock,2000,12,True,45
184043,Foo Fighters,Pop/Rock,1990,12595,American Hi-Fi,Pop/Rock,2000,33,True,45
34899,Soul Coughing,Pop/Rock,1990,12972,TV on the Radio,Pop/Rock,2000,8,True,721
51376,The Fall,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,31,True,721
132710,Crime & the City Solution,Pop/Rock,1980,12972,TV on the Radio,Pop/Rock,2000,3,True,721
167287,Frank Black,Pop/Rock,1980,12972,TV on the Radio,Pop/Rock,2000,15,True,721
219483,Dinosaur Jr.,Pop/Rock,1980,12972,TV on the Radio,Pop/Rock,2000,35,True,721
290812,Joy Division,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,84,True,721
364399,Public Image Ltd.,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,28,True,721
531986,David Bowie,Pop/Rock,1960,12972,TV on the Radio,Pop/Rock,2000,238,True,721
617196,Brian Eno,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,135,True,721
838272,Pere Ubu,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,26,True,721
842802,Peter Gabriel,Pop/Rock,1970,12972,TV on the Radio,Pop/Rock,2000,44,True,721
895136,Pixies,Pop/Rock,1980,12972,TV on the Radio,Pop/Rock,2000,72,True,721
990384,Thee Oh Sees,Pop/Rock,2000,12972,TV on the Radio,Pop/Rock,2000,2,True,721
187581,Funkadelic,R&B;,1960,12972,TV on the Radio,Pop/Rock,2000,44,False,47
809357,Jan Hammer,Jazz,1960,12972,TV on the Radio,Pop/Rock,2000,3,False,47
71970,The J.B.'s,R&B;,1960,13038,Stanton Moore,Jazz,1990,17,False,17
90389,Idris Muhammad,Jazz,1960,13038,Stanton Moore,Jazz,1990,1,True,26
673114,Marcus Miller,Jazz,1970,13038,Stanton Moore,Jazz,1990,5,True,26
781172,Jimmy Smith,Jazz,1950,13038,Stanton Moore,Jazz,1990,20,True,26
2411,Tangerine Dream,Electronic,1960,13101,Patrick O'Hearn,New Age,1980,34,False,269
138699,Frank Zappa,Pop/Rock,1950,13101,Patrick O'Hearn,New Age,1980,63,False,269
147638,Edgar Froese,Electronic,1960,13101,Patrick O'Hearn,New Age,1980,3,False,269
186927,Harold Budd,Avant-Garde,1960,13101,Patrick O'Hearn,New Age,1980,12,False,269
300245,Rick Wakeman,Pop/Rock,1960,13101,Patrick O'Hearn,New Age,1980,9,False,269
617196,Brian Eno,Pop/Rock,1970,13101,Patrick O'Hearn,New Age,1980,135,False,269
840000,Vangelis,Electronic,1960,13101,Patrick O'Hearn,New Age,1980,13,False,269
81017,Kitaro,New Age,1970,13101,Patrick O'Hearn,New Age,1980,6,True,17
675495,Mannheim Steamroller,New Age,1970,13101,Patrick O'Hearn,New Age,1980,9,True,17
826364,Liz Story,New Age,1980,13101,Patrick O'Hearn,New Age,1980,2,True,17
10412,Spin Doctors,Pop/Rock,1980,13583,Shawn Mullins,Pop/Rock,1990,11,True,1215
21744,Stephen Stills,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,12,True,1215
31685,Paul Simon,Pop/Rock,1950,13583,Shawn Mullins,Pop/Rock,1990,50,True,1215
66915,Bob Dylan,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,389,True,1215
103484,Indigo Girls,Pop/Rock,1980,13583,Shawn Mullins,Pop/Rock,1990,10,True,1215
130689,Jackson Browne,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,34,True,1215
209142,George Harrison,Pop/Rock,1950,13583,Shawn Mullins,Pop/Rock,1990,13,True,1215
379125,Neil Young,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,148,True,1215
600069,James Taylor,Pop/Rock,1980,13583,Shawn Mullins,Pop/Rock,1990,1,True,1215
631774,The Byrds,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,158,True,1215
740833,Grant Lee Buffalo,Pop/Rock,1990,13583,Shawn Mullins,Pop/Rock,1990,10,True,1215
848034,Jim Croce,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,9,True,1215
894465,The Rolling Stones,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,319,True,1215
987491,Gram Parsons,Pop/Rock,1960,13583,Shawn Mullins,Pop/Rock,1990,51,True,1215
774588,Kris Kristofferson,Country,1960,13583,Shawn Mullins,Pop/Rock,1990,27,False,27
31274,Alan Parsons,Pop/Rock,1970,13755,Starcastle,Pop/Rock,1960,6,True,143
199995,Genesis,Pop/Rock,1960,13755,Starcastle,Pop/Rock,1960,37,True,143
253861,Jon Anderson,Pop/Rock,1960,13755,Starcastle,Pop/Rock,1960,1,True,143
300245,Rick Wakeman,Pop/Rock,1960,13755,Starcastle,Pop/Rock,1960,9,True,143
404434,The Moody Blues,Pop/Rock,1960,13755,Starcastle,Pop/Rock,1960,30,True,143
685647,Yes,Pop/Rock,1960,13755,Starcastle,Pop/Rock,1960,43,True,143
798992,"Emerson, Lake & Palmer",Pop/Rock,1970,13755,Starcastle,Pop/Rock,1960,17,True,143
32071,Shirley Caesar,Religious,1950,14329,Tramaine Hawkins,Religious,1970,14,True,14
5882,T. Rex,Pop/Rock,1960,14699,Transvision Vamp,Pop/Rock,1980,71,True,269
44764,Blondie,Pop/Rock,1970,14699,Transvision Vamp,Pop/Rock,1980,62,True,269
75747,The Clash,Pop/Rock,1970,14699,Transvision Vamp,Pop/Rock,1980,136,True,269
3595,Andrew Lloyd Webber,Stage & Screen,1960,14757,Trans-Siberian Orchestra,Classical,1990,14,False,996
5953,Alice Cooper,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,68,False,996
31274,Alan Parsons,Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,6,False,996
76057,King Crimson,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,50,False,996
79960,Boston,Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,26,False,996
81017,Kitaro,New Age,1970,14757,Trans-Siberian Orchestra,Classical,1990,6,False,996
84209,Kiss,Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,89,False,996
139026,Led Zeppelin,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,221,False,996
150048,Enigma,Electronic,1990,14757,Trans-Siberian Orchestra,Classical,1990,3,False,996
199995,Genesis,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,37,False,996
203008,Rush,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,33,False,996
246611,Judas Priest,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,73,False,996
303626,Kansas,Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,8,False,996
346336,Pink Floyd,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,142,False,996
424244,Ozzy Osbourne,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,27,False,996
446509,Metallica,Pop/Rock,1980,14757,Trans-Siberian Orchestra,Classical,1990,112,False,996
675495,Mannheim Steamroller,New Age,1970,14757,Trans-Siberian Orchestra,Classical,1990,9,False,996
685647,Yes,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,43,False,996
798992,"Emerson, Lake & Palmer",Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,17,False,996
825924,Marillion,Pop/Rock,1970,14757,Trans-Siberian Orchestra,Classical,1990,3,False,996
887619,Renaissance,Pop/Rock,1960,14757,Trans-Siberian Orchestra,Classical,1990,9,False,996
78741,The Connells,Pop/Rock,1980,14822,Sister Hazel,Pop/Rock,1990,3,True,312
128440,Duran Duran,Pop/Rock,1970,14822,Sister Hazel,Pop/Rock,1990,28,True,312
128495,Counting Crows,Pop/Rock,1990,14822,Sister Hazel,Pop/Rock,1990,19,True,312
170369,Lynyrd Skynyrd,Pop/Rock,1960,14822,Sister Hazel,Pop/Rock,1990,39,True,312
182900,Fleetwood Mac,Pop/Rock,1960,14822,Sister Hazel,Pop/Rock,1990,47,True,312
325459,R.E.M.,Pop/Rock,1980,14822,Sister Hazel,Pop/Rock,1990,85,True,312
745964,The Allman Brothers Band,Pop/Rock,1960,14822,Sister Hazel,Pop/Rock,1990,53,True,312
758453,Blues Traveler,Pop/Rock,1980,14822,Sister Hazel,Pop/Rock,1990,14,True,312
891264,The Outlaws,Pop/Rock,1960,14822,Sister Hazel,Pop/Rock,1990,4,True,312
923033,Styx,Pop/Rock,1970,14822,Sister Hazel,Pop/Rock,1990,20,True,312
16281,Tracy Chapman,Pop/Rock,1980,14931,Tasmin Archer,R&B;,1990,18,False,89
58549,Elvis Costello,Pop/Rock,1970,14931,Tasmin Archer,R&B;,1990,59,False,89
133969,Joan Armatrading,Pop/Rock,1970,14931,Tasmin Archer,R&B;,1990,12,False,89
165011,Dionne Warwick,R&B;,1960,14931,Tasmin Archer,R&B;,1990,32,True,60
279337,Sade,R&B;,1980,14931,Tasmin Archer,R&B;,1990,28,True,60
112462,Cream,Pop/Rock,1960,14959,Taste,Pop/Rock,1960,91,True,91
14073,Tab Hunter,Pop/Rock,1950,15405,Shaun Cassidy,Pop/Rock,1970,2,True,15
484145,The Partridge Family,Pop/Rock,1960,15405,Shaun Cassidy,Pop/Rock,1970,13,True,15
78044,Bill Withers,R&B;,1960,15856,Aloe Blacc,R&B;,2000,33,True,468
238115,Sam Cooke,R&B;,1950,15856,Aloe Blacc,R&B;,2000,128,True,468
316834,Marvin Gaye,R&B;,1950,15856,Aloe Blacc,R&B;,2000,169,True,468
622805,Stevie Wonder,R&B;,1960,15856,Aloe Blacc,R&B;,2000,138,True,468
43714,Bee Gees,Pop/Rock,1960,16227,Tavares,R&B;,1960,49,False,49
38466,Andy Williams,Vocal,1940,16235,Tony Orlando,Pop/Rock,1960,13,False,13
172350,Don Byas,Jazz,1930,16925,Paul Gonsalves,Jazz,1940,15,True,34
793227,Ben Webster,Jazz,1930,16925,Paul Gonsalves,Jazz,1940,19,True,34
12654,Spinal Tap,Comedy/Spoken,1980,17021,Tenacious D,Pop/Rock,1990,10,False,17
106298,Cheech & Chong,Comedy/Spoken,1970,17021,Tenacious D,Pop/Rock,1990,7,False,17
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960,17021,Tenacious D,Pop/Rock,1990,22,True,614
98465,Iron Maiden,Pop/Rock,1970,17021,Tenacious D,Pop/Rock,1990,69,True,614
138699,Frank Zappa,Pop/Rock,1950,17021,Tenacious D,Pop/Rock,1990,63,True,614
199995,Genesis,Pop/Rock,1960,17021,Tenacious D,Pop/Rock,1990,37,True,614
203008,Rush,Pop/Rock,1960,17021,Tenacious D,Pop/Rock,1990,33,True,614
246611,Judas Priest,Pop/Rock,1960,17021,Tenacious D,Pop/Rock,1990,73,True,614
263937,Dio,Pop/Rock,1980,17021,Tenacious D,Pop/Rock,1990,18,True,614
540883,Guns N' Roses,Pop/Rock,1980,17021,Tenacious D,Pop/Rock,1990,31,True,614
574772,AC/DC,Pop/Rock,1970,17021,Tenacious D,Pop/Rock,1990,65,True,614
771438,Black Sabbath,Pop/Rock,1960,17021,Tenacious D,Pop/Rock,1990,171,True,614
817754,Ween,Pop/Rock,1980,17021,Tenacious D,Pop/Rock,1990,10,True,614
845775,Ronnie James Dio,Pop/Rock,1970,17021,Tenacious D,Pop/Rock,1990,2,True,614
864209,Neil Diamond,Pop/Rock,1950,17021,Tenacious D,Pop/Rock,1990,20,True,614
857203,Kay Starr,Vocal,1930,17882,Teresa Brewer,Vocal,1940,7,True,7
489520,Mike Oldfield,New Age,1960,18513,Paul Hardcastle,Jazz,1980,16,False,16
98465,Iron Maiden,Pop/Rock,1970,18691,Paradise Lost,Pop/Rock,1990,69,True,359
446509,Metallica,Pop/Rock,1980,18691,Paradise Lost,Pop/Rock,1990,112,True,359
671244,Witchfinder General,Pop/Rock,1980,18691,Paradise Lost,Pop/Rock,1990,5,True,359
766533,Bolt Thrower,Pop/Rock,1980,18691,Paradise Lost,Pop/Rock,1990,2,True,359
771438,Black Sabbath,Pop/Rock,1960,18691,Paradise Lost,Pop/Rock,1990,171,True,359
78886,The Housemartins,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,9,True,277
80720,The House of Love,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,9,True,277
137390,The Cure,Pop/Rock,1970,18828,Stars,Pop/Rock,2000,80,True,277
260212,Pet Shop Boys,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,25,True,277
482677,The Lemonheads,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,9,True,277
564726,The Sundays,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,6,True,277
567570,Thompson Twins,Pop/Rock,1970,18828,Stars,Pop/Rock,2000,9,True,277
789340,Belly,Pop/Rock,1990,18828,Stars,Pop/Rock,2000,2,True,277
831215,Saint Etienne,Pop/Rock,1990,18828,Stars,Pop/Rock,2000,17,True,277
895443,The Human League,Pop/Rock,1970,18828,Stars,Pop/Rock,2000,28,True,277
899530,The Smiths,Pop/Rock,1980,18828,Stars,Pop/Rock,2000,83,True,277
617196,Brian Eno,Pop/Rock,1970,18862,Stars of the Lid,Pop/Rock,1990,135,True,135
771438,Black Sabbath,Pop/Rock,1960,19029,Tad,Pop/Rock,1980,171,True,205
988638,Captain Beefheart,Pop/Rock,1960,19029,Tad,Pop/Rock,1980,34,True,205
136871,The Doobie Brothers,Pop/Rock,1970,19133,Ambrosia,Pop/Rock,1970,14,True,856
144847,Eagles,Pop/Rock,1970,19133,Ambrosia,Pop/Rock,1970,42,True,856
346336,Pink Floyd,Pop/Rock,1960,19133,Ambrosia,Pop/Rock,1970,142,True,856
685647,Yes,Pop/Rock,1960,19133,Ambrosia,Pop/Rock,1970,43,True,856
754032,The Beatles,Pop/Rock,1960,19133,Ambrosia,Pop/Rock,1970,615,True,856
3595,Andrew Lloyd Webber,Stage & Screen,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,14,False,14
19701,Television,Pop/Rock,1970,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,50,True,1255
34988,Swans,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,11,True,1255
44906,The Birthday Party,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,13,True,1255
46527,Blonde Redhead,Pop/Rock,1990,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,6,True,1255
139026,Led Zeppelin,Pop/Rock,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,221,True,1255
154530,Beat Happening,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,17,True,1255
188190,Unwound,Pop/Rock,1990,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,1,True,1255
199995,Genesis,Pop/Rock,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,37,True,1255
219483,Dinosaur Jr.,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,35,True,1255
346336,Pink Floyd,Pop/Rock,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,142,True,1255
357406,Nirvana,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,110,True,1255
423305,Mission of Burma,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,23,True,1255
531986,David Bowie,Pop/Rock,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,238,True,1255
572737,Helmet,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,21,True,1255
577627,The Who,Pop/Rock,1960,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,149,True,1255
633181,Butthole Surfers,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,15,True,1255
751604,Slint,Pop/Rock,1990,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,13,True,1255
755156,Sonic Youth,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,71,True,1255
798606,Fugazi,Pop/Rock,1980,19392,...And You Will Know Us by the Trail of Dead,Pop/Rock,1990,42,True,1255
