follower_id,Same,total_people
75747,True,1488
75825,False,114
75825,True,52
76057,False,293
76057,True,1288
76561,False,153
76561,True,347
76658,True,22
76881,True,357
77175,False,661
77175,True,1745
77560,False,87
77560,True,19
77662,False,51
77662,True,1
77732,False,15
77732,True,197
78044,False,1412
78044,True,1012
78191,True,506
78532,True,70
78741,True,1092
78758,True,113
78886,True,1097
79016,False,64
79044,False,5
79044,True,913
79392,False,714
79392,True,10
79960,True,1808
80118,False,144
80118,True,419
80358,False,4
80358,True,340
80428,False,51
80428,True,15
80537,False,14
80537,True,352
80649,True,1494
80720,True,1814
80780,False,39
80780,True,2211
81017,False,56
81017,True,22
81079,True,6
81083,False,14
81083,True,50
81194,False,136
81194,True,161
81231,True,398
81403,False,458
81403,True,12
81493,False,29
81493,True,895
81561,False,8
81561,True,489
81619,False,200
81619,True,342
81683,False,73
81683,True,241
81796,True,45
81836,False,21
82013,True,203
82037,True,52
82584,False,27
82584,True,35
82742,False,176
82742,True,145
82831,True,141
83013,False,76
83013,True,1091
83095,False,747
83095,True,40
83194,False,56
83194,True,121
83554,False,225
83554,True,1441
83859,True,1016
84053,False,204
84053,True,1332
84209,True,2857
84258,False,34
84258,True,254
84446,False,209
84446,True,539
84814,True,1906
84886,True,221
85038,False,26
85038,True,782
85397,False,13
85397,True,452
85410,False,796
85410,True,204
85448,False,92
85448,True,152
85776,True,2059
85915,False,347
85915,True,1444
86312,False,394
86312,True,198
86826,False,34
86927,False,204
86927,True,316
87113,False,14
87113,True,271
87179,True,1349
87597,True,2069
87922,True,10
87985,False,38
87985,True,1780
88035,True,63
88180,False,77
88180,True,815
89018,False,74
89018,True,2310
89021,False,366
89021,True,1556
89058,True,43
89305,True,558
89710,False,65
89710,True,327
89713,False,50
90018,False,83
90018,True,133
90079,False,28
90079,True,199
90124,False,38
90124,True,8
90169,True,190
90188,False,522
90188,True,660
90389,True,11
90803,False,64
90803,True,158
90945,False,66
90945,True,292
91438,False,211
91438,True,234
91650,True,1266
92107,False,23
92107,True,295
92303,False,9
92303,True,78
92942,True,855
93322,False,258
93322,True,55
93533,True,173
93566,True,884
93632,False,523
93632,True,409
93849,True,782
94126,True,343
94205,False,49
94205,True,322
94210,False,20
94210,True,356
94224,False,475
94224,True,114
94658,False,330
94658,True,22
94764,False,219
94764,True,178
94792,False,10
94792,True,363
94861,False,40
94861,True,887
94890,False,137
94890,True,275
95176,True,13
95613,False,1286
95613,True,41
96379,False,35
96379,True,1056
96576,False,8
96576,True,1221
96613,False,476
96613,True,1014
96744,False,611
96744,True,147
96944,False,442
96944,True,159
96964,False,701
96964,True,63
96977,True,169
97173,True,206
97182,False,497
97182,True,37
97325,True,811
97384,True,904
97395,True,11
97491,True,78
97529,True,331
97786,False,80
97786,True,3
97949,False,254
97949,True,319
98081,False,261
98081,True,178
98189,True,326
98465,True,1572
98467,True,615
98944,True,442
99104,False,768
99104,True,82
99246,True,1251
99449,False,231
99449,True,1315
99561,False,1071
99561,True,77
99753,False,166
99753,True,91
99888,True,615
100116,True,275
100160,False,23
100160,True,1010
100473,True,1111
100659,False,64
100659,True,203
100854,False,41
100854,True,12
101164,True,6
101415,False,21
101415,True,221
101628,False,159
101628,True,51
101701,True,811
101776,True,63
101795,False,4
101795,True,97
101895,False,14
101895,True,769
101946,False,12
101946,True,680
101953,True,23
102050,False,23
102050,True,162
102399,False,79
102399,True,76
102781,True,120
102985,False,243
102985,True,171
103033,False,63
103033,True,295
103162,False,127
103162,True,33
103324,True,323
103484,False,89
103484,True,967
104388,False,106
104388,True,449
104455,True,1625
104714,False,1069
105030,True,936
105129,True,1213
105354,True,2489
105422,True,896
105462,False,272
105462,True,201
105618,False,97
105618,True,33
106298,True,24
106882,False,65
106882,True,416
106916,True,154
106987,False,31
106987,True,95
107090,False,135
107090,True,238
107139,True,404
107227,False,278
107227,True,61
107249,True,219
107466,True,243
107556,False,11
107556,True,150
107877,False,17
107877,True,465
108124,True,38
108265,True,22
108679,True,794
108826,False,129
108826,True,161
109274,False,6
109414,True,875
109421,True,1087
109628,False,144
109628,True,1169
109637,True,56
109669,True,5
109735,True,744
110104,False,45
110104,True,128
110161,False,251
110161,True,866
110341,False,195
110341,True,1188
110541,False,14
110541,True,410
110564,True,47
111963,False,409
111963,True,273
112017,False,20
112017,True,77
112185,True,671
112204,True,5
112462,False,489
112462,True,720
112789,True,866
113480,False,1320
113480,True,348
113823,True,416
114342,False,311
114342,True,1031
115544,True,232
115733,False,80
115733,True,35
116178,False,453
116178,True,607
116984,False,215
116984,True,121
117001,False,65
117001,True,131
117064,False,54
117064,True,20
117490,False,120
117490,True,97
117844,False,270
117844,True,627
117990,True,30
118189,True,339
118289,False,112
118289,True,219
118327,False,29
118327,True,771
118384,False,82
118384,True,249
118493,False,80
118493,True,9
118544,False,64
118544,True,57
118664,False,285
118664,True,13
118791,False,116
118791,True,522
118853,True,20
118979,True,1229
119111,True,156
119629,True,188
119651,False,273
119651,True,221
120010,False,37
120010,True,668
120060,True,640
120412,True,11
120487,False,16
120521,False,787
120953,False,463
120953,True,947
121318,True,9
121459,False,201
121590,False,389
121590,True,57
121746,False,73
121746,True,775
122023,False,78
122023,True,69
122219,False,16
122219,True,456
122252,True,97
122381,False,25
122381,True,1124
122754,False,486
122754,True,257
123007,True,1295
123363,True,29
123515,True,26
123754,False,4
123754,True,291
123915,False,88
123915,True,728
124248,True,8
124492,False,568
124492,True,1281
125465,False,22
125465,True,1065
125506,True,234
125561,True,1656
125822,True,227
125829,False,2
125829,True,46
126048,False,314
126048,True,164
126782,False,386
126782,True,505
126862,True,3
126903,True,90
127063,True,328
127301,False,89
127301,True,70
127337,True,1375
127360,False,298
127360,True,944
127369,True,51
127451,False,193
127451,True,1246
127696,False,52
127696,True,506
127766,False,181
127766,True,214
127889,True,16
127949,True,462
128099,False,524
128099,True,444
128141,True,171
128143,True,298
128249,True,71
128266,False,142
128266,True,1509
128290,False,143
128290,True,209
128440,False,309
128440,True,903
128495,True,1586
128585,False,115
128873,False,22
128873,True,297
129308,False,186
129308,True,251
129430,False,176
129547,False,53
129547,True,105
129637,True,571
129761,False,133
129761,True,917
129775,False,298
129775,True,371
129817,False,6
129817,True,120
130028,False,113
130028,True,1439
130036,True,45
130037,False,132
130037,True,5
130115,False,737
130115,True,86
130173,True,1522
130689,False,89
130689,True,1653
130764,True,531
130855,False,30
130855,True,94
130932,False,246
130932,True,1872
131038,True,1887
131178,True,304
131581,False,45
131581,True,1915
131627,False,281
131627,True,2031
131650,False,668
131650,True,977
131681,False,34
131681,True,112
131841,True,241
132449,False,45
132449,True,352
132579,False,972
132710,False,99
132710,True,1043
132849,True,16
133057,False,129
133057,True,264
133119,True,168
133528,True,159
133719,False,542
133719,True,29
133832,True,61
133969,False,322
133969,True,808
134051,True,498
134600,False,18
134600,True,1152
134729,False,132
134729,True,1813
134761,False,17
134761,True,146
135024,False,88
135032,True,1808
135152,True,298
135273,False,378
135273,True,717
135378,False,186
135378,True,30
135391,True,308
135543,True,1713
136075,True,37
136124,False,487
136124,True,126
136640,False,25
136640,True,477
136871,False,292
136871,True,1251
137084,True,436
137390,False,106
137390,True,2440
137401,True,665
137474,False,546
137474,True,629
137494,False,95
137494,True,34
137580,False,44
137580,True,658
138063,True,171
138071,False,39
138071,True,394
138271,True,161
138407,True,399
138520,False,21
138520,True,2045
138699,False,547
138699,True,319
138833,False,445
138833,True,3
138837,False,53
139026,False,342
139026,True,1816
139089,False,45
139089,True,517
139709,True,159
139741,False,174
139741,True,601
139804,True,378
139908,True,2229
139933,True,22
140176,True,71
140499,False,159
140499,True,446
140689,True,999
140816,False,614
140816,True,222
141256,True,14
141681,True,1003
141838,False,194
141838,True,899
142050,False,215
142050,True,282
142208,False,139
142208,True,42
142249,False,188
142249,True,197
142652,True,681
143367,False,17
143367,True,37
143494,False,75
143749,False,16
143749,True,773
143951,False,71
143951,True,369
144458,False,94
144458,True,564
144847,False,228
144847,True,1439
145086,True,807
145128,True,1805
145443,True,1
146354,True,167
146490,True,242
146544,True,326
146551,False,151
146551,True,108
146796,True,7
147082,False,31
147082,True,602
147200,False,161
147200,True,35
147316,False,8
147316,True,49
147635,False,89
147635,True,1177
147638,False,234
147638,True,34
147771,True,23
148305,False,173
148305,True,44
148355,False,162
148355,True,131
148477,False,8
148477,True,354
149044,False,41
149044,True,338
149166,False,15
149166,True,152
149173,True,79
149515,False,605
149515,True,1704
149840,True,776
149946,True,425
149973,True,86
150048,False,497
150048,True,56
150062,True,281
150530,False,19
150530,True,74
150629,True,4
151290,False,555
151290,True,224
151431,True,610
151469,False,62
151549,False,34
151549,True,354
151787,True,602
151979,False,32
151979,True,877
152002,False,2006
152002,True,339
152023,False,184
152023,True,1328
152312,False,273
152312,True,629
152973,False,414
152973,True,58
153503,True,32
153526,True,395
153590,False,188
153590,True,1004
153915,True,105
154417,True,623
154530,True,492
154533,True,111
154544,True,1469
154548,False,242
154548,True,365
154998,False,74
154998,True,991
155563,False,84
156043,False,80
156043,True,836
156886,False,23
156886,True,416
156938,False,14
156938,True,186
158309,False,15
158309,True,917
158540,False,266
158540,True,797
158656,True,736
158849,False,509
158849,True,30
158888,False,135
158888,True,40
159214,False,306
159214,True,40
159340,True,376
159433,False,106
159433,True,204
159655,True,230
159699,False,1310
159699,True,729
159791,True,130
160054,True,754
160198,True,208
160690,False,27
160690,True,538
160848,True,228
161351,False,186
161351,True,1114
161808,False,371
161808,True,384
161830,False,27
161830,True,34
161920,False,467
161920,True,134
162197,False,40
162197,True,777
162233,False,98
162233,True,1505
162269,False,279
162269,True,410
162487,False,126
162487,True,709
162677,False,33
162677,True,112
162820,False,63
162820,True,288
162930,True,315
163198,True,322
163229,True,1420
163386,True,13
163420,False,55
163420,True,513
163570,False,9
163570,True,316
163577,True,184
164053,True,358
164093,False,82
164093,True,217
164189,True,1046
164594,False,197
164594,True,208
164686,False,6
164686,True,639
164750,True,17
165011,False,378
165011,True,123
165068,True,4
165162,False,278
165162,True,1207
165294,True,86
165345,True,56
165663,True,1856
165736,True,206
165818,False,10
165818,True,296
165830,True,85
165855,False,108
165855,True,166
166291,False,106
166291,True,539
166505,False,63
166505,True,349
166658,True,482
166767,True,14
166785,False,39
166785,True,1499
167220,False,7
167220,True,81
167287,False,8
167287,True,2406
167296,True,615
167320,True,514
167361,True,194
167386,True,353
167517,False,42
167517,True,959
168110,True,207
168256,False,387
168256,True,906
168958,False,150
168958,True,491
169099,True,466
169124,True,442
169202,False,143
169239,False,21
169239,True,10
169526,False,307
169526,True,105
169536,True,293
169795,False,203
169795,True,992
169856,True,452
170369,True,2128
170381,True,552
170454,False,210
170454,True,45
170690,True,27
170770,False,199
170770,True,815
170815,False,550
170815,True,150
170879,True,538
171150,False,3
171150,True,182
171637,False,75
171637,True,74
171994,True,1004
172041,False,170
172041,True,880
172167,False,17
172167,True,2222
172350,True,137
172582,True,936
172612,False,168
172612,True,67
173487,True,759
173988,False,166
174122,False,953
174122,True,565
174132,False,189
174132,True,265
174557,False,133
174557,True,319
174752,True,1890
174822,False,158
174822,True,389
175025,True,678
175087,False,1
175087,True,13
175286,False,130
175286,True,592
175379,True,421
175553,False,202
175553,True,527
175708,False,348
175708,True,369
175775,True,164
176256,True,65
176332,True,209
176358,False,94
176358,True,878
176360,False,156
176360,True,179
176936,True,85
177060,False,528
177060,True,9
177454,False,175
177588,False,406
178014,False,154
178014,True,247
178122,True,118
178536,False,139
178536,True,947
178621,True,35
178645,True,62
178799,True,1037
178889,False,87
178889,True,29
178906,True,256
179205,False,139
179205,True,1366
179335,False,238
179379,True,157
179698,False,214
179698,True,430
179730,False,244
179730,True,77
179764,False,45
179764,True,27
180023,False,517
180023,True,379
180228,False,557
180263,False,33
180263,True,1869
180449,True,590
180516,True,17
181321,False,322
181321,True,886
181329,False,154
181329,True,1034
181376,False,341
181817,True,19
182302,False,217
182302,True,986
182360,False,709
182360,True,950
182598,False,314
182598,True,2063
182884,False,10
182884,True,47
182900,False,281
182900,True,1905
183139,False,188
183139,True,990
183858,False,137
183858,True,1329
184043,True,1942
184091,False,205
184091,True,2015
184187,True,32
184267,True,1143
184471,True,249
184502,False,8
184502,True,17
184637,False,302
184637,True,7
184811,False,162
184811,True,622
184814,True,398
185018,True,82
185155,False,140
185383,True,674
185440,True,4
185543,False,10
185543,True,16
185591,True,2225
185615,False,367
185615,True,688
185669,False,192
185810,True,476
185948,False,51
185948,True,319
185999,True,17
186096,True,1121
186125,True,285
186185,False,435
186185,True,289
186312,False,11
186312,True,35
186390,False,24
186390,True,28
186594,False,69
186594,True,410
186734,True,380
186805,True,844
186927,False,48
186927,True,50
187162,True,455
187422,True,119
187478,False,881
187478,True,645
187581,False,1698
187581,True,498
187907,False,2
187907,True,5
188190,True,399
188342,False,356
188342,True,222
188432,False,13
188432,True,235
188843,True,6
189644,True,98
189678,True,1066
189701,True,17
190012,False,162
190012,True,53
190021,False,784
190021,True,17
190235,True,94
190531,True,99
190632,True,170
190888,True,10
190946,True,160
191063,True,564
191070,True,506
191429,False,3
191429,True,212
191680,False,35
191680,True,411
191699,False,765
191699,True,81
191947,False,326
191947,True,568
192260,True,390
192382,True,1948
192925,False,102
192925,True,116
193025,True,280
193160,False,80
193160,True,33
193216,False,294
193216,True,1166
193231,False,48
193231,True,729
193320,True,2302
193342,True,160
193444,False,7
193444,True,48
193594,False,359
193594,True,239
193802,True,59
193963,True,738
194018,False,302
194018,True,494
194036,False,371
194036,True,1041
194039,True,139
194063,True,389
194246,False,12
194246,True,1035
194703,False,447
194703,True,1571
194743,False,78
194743,True,947
195237,False,129
195237,True,1121
195305,True,988
195874,False,117
195874,True,816
196248,False,262
196248,True,355
196544,True,45
196690,True,158
196969,False,847
196969,True,114
197040,True,18
197364,False,368
197364,True,364
197424,True,10
197460,False,870
197460,True,394
197921,False,320
197921,True,794
198162,False,178
198162,True,272
198302,False,118
198302,True,1811
198426,True,25
198532,False,608
198532,True,1999
198783,False,80
198783,True,488
198901,True,102
198922,False,57
198922,True,88
199917,False,59
199995,True,1071
200074,False,646
200074,True,1833
200777,True,8
200791,False,1222
200791,True,430
200882,False,227
200882,True,445
200968,False,21
200968,True,2055
201022,False,12
201297,False,3
201297,True,700
201678,True,30
201760,False,95
201760,True,98
201958,False,16
201983,False,32
201983,True,212
202033,False,13
202033,True,43
202187,False,35
202545,True,637
203008,True,1474
203639,False,211
203639,True,416
203695,False,198
203695,True,71
203711,False,342
203711,True,105
204386,False,162
204386,True,1685
204708,False,325
204708,True,997
204714,True,116
204901,False,10
204901,True,236
204968,True,35
205180,False,277
205180,True,141
205254,True,86
205520,True,43
205627,True,30
206241,False,222
206241,True,1360
206407,True,441
206465,True,634
206538,True,214
206967,True,2
207127,False,828
207127,True,468
207290,False,42
207290,True,99
207735,False,396
208076,False,140
208076,True,1072
208303,False,62
208303,True,879
208404,True,207
208582,False,53
208582,True,32
208774,False,120
208774,True,687
208997,False,309
209142,False,156
209142,True,573
209773,True,130
210323,False,8
210323,True,389
210425,False,3
210425,True,1000
210512,False,71
210512,True,197
210991,True,387
211095,True,245
211424,False,18
211483,False,3
211483,True,87
211570,False,130
211570,True,182
211758,True,140
212131,True,2047
212200,False,407
212200,True,29
212612,False,49
212612,True,245
212614,False,476
212614,True,13
213165,False,45
213165,True,210
213212,False,346
213212,True,569
213510,True,306
213590,False,178
213590,True,33
213921,True,196
214162,False,169
214162,True,768
214383,True,60
214546,True,285
214593,False,15
214593,True,841
215041,False,40
215041,True,374
215058,False,46
215058,True,1016
215513,True,233
216294,True,165
216586,True,100
216846,False,191
216846,True,16
217622,False,137
217622,True,942
217641,False,373
217641,True,1243
217792,False,198
217792,True,492
217963,False,5
218885,False,40
218885,True,52
218994,False,1225
218994,True,535
219021,False,24
219021,True,24
219203,False,24
219203,True,2860
219243,True,24
219334,True,118
219428,False,61
219428,True,61
219483,True,1633
219655,True,645
219966,True,860
220946,True,41
221059,True,913
221445,True,649
221603,False,1
221603,True,14
221803,False,370
221803,True,36
221844,False,23
221844,True,252
221894,False,44
221894,True,180
222153,True,510
222351,True,1559
222436,False,90
222436,True,1180
222601,True,25
222927,False,381
222927,True,1807
222959,False,29
222959,True,14
222974,True,368
223054,False,224
223054,True,53
223197,True,256
223627,False,6
223627,True,717
223701,False,148
223701,True,343
224186,False,123
224186,True,2105
224294,False,400
224294,True,2032
224638,False,133
224638,True,1415
224925,True,373
225754,True,86
225930,True,1207
225948,False,47
225948,True,698
226331,False,13
226380,True,363
226556,True,310
227088,False,435
227088,True,266
227487,False,653
227487,True,72
227527,False,14
227527,True,344
227697,False,101
227697,True,610
227776,True,214
228058,True,415
228087,True,136
228099,False,101
228099,True,1284
228266,True,1358
228299,True,560
228323,True,250
228444,True,49
229157,True,738
230111,False,57
230667,False,646
230667,True,89
230886,False,12
230963,False,16
230963,True,17
231645,True,57
232480,False,22
232480,True,40
232564,False,243
232564,True,1141
232598,True,165
232701,False,19
232701,True,173
232869,False,228
232869,True,569
233035,True,23
233066,False,269
233066,True,1198
233136,False,175
233136,True,663
233147,True,135
233228,False,222
233228,True,140
233862,False,322
233862,True,410
234325,False,19
234325,True,280
234374,True,370
234488,True,426
234647,False,90
234647,True,150
234844,False,37
234844,True,133
235169,False,31
235169,True,1269
235881,True,146
235923,True,33
236287,False,125
237205,False,464
237205,True,1079
237517,False,322
237517,True,296
237773,False,2
238115,False,234
238115,True,14
238245,True,16
238297,False,384
238297,True,357
238440,False,71
238440,True,201
238495,False,36
238495,True,587
239638,False,159
239638,True,198
239655,False,181
239655,True,1
239827,False,8
239827,True,1142
239921,False,132
239921,True,1783
239961,False,108
239961,True,624
240081,False,76
240081,True,71
240252,False,36
240252,True,10
240311,False,254
240311,True,11
240665,False,424
240665,True,2178
240865,False,377
240865,True,547
240923,False,14
240923,True,1683
241004,False,17
241004,True,30
241724,False,171
241724,True,541
242211,True,303
242473,False,316
242473,True,21
242511,False,166
242511,True,346
242861,False,475
242861,True,128
242966,True,55
243008,True,1917
243012,True,830
243418,False,10
243418,True,309
243474,False,65
243474,True,462
243527,True,218
243812,True,392
244073,True,19
244537,False,111
244537,True,1189
245019,False,604
245019,True,118
245039,False,238
245039,True,79
245292,True,3
245760,True,140
245992,True,54
246022,False,35
246022,True,109
246169,False,253
246169,True,649
246611,True,1735
246628,True,128
246885,False,65
246885,True,138
246960,False,370
246960,True,1115
247545,False,5
247545,True,274
247824,False,77
247824,True,32
247966,True,187
248392,True,215
248452,True,22
248798,False,278
248798,True,407
248920,True,257
249175,False,20
249303,False,106
249420,True,6
249973,False,171
249973,True,1832
250435,False,61
250435,True,618
250976,True,1642
251033,True,16
251210,False,35
251210,True,48
251361,False,233
251361,True,482
251375,True,258
251491,False,14
251491,True,1524
251595,False,113
251595,True,1336
251604,True,669
251925,False,3
251925,True,61
252026,True,64
252184,False,99
252184,True,1242
253142,False,272
253142,True,452
253232,False,39
253232,True,12
253397,True,15
253408,True,561
253734,True,255
253861,True,615
254215,False,334
254215,True,2284
254535,False,525
254535,True,124
255210,False,579
255210,True,117
255268,True,241
255347,False,14
255347,True,368
255704,True,259
255733,True,544
255887,False,338
255887,True,1
256349,False,14
256349,True,229
257141,False,344
257141,True,680
257160,True,878
257544,False,324
257544,True,979
257787,False,122
