end,score
149973,0.0003869453513993087
150048,0.0002355258200413437
150062,0.00047736578785282345
150530,4.8816683589783644e-05
150629,0.011287154660449931
1507678,7.363496196142566e-05
151290,0.0010385157251529273
151431,0.0037705915915524652
151469,0.0006374306393930607
151549,1.1733455927659914e-05
15158,8.99746667950337e-07
151666,0.0006245991185734116
151787,0.0007050052094564509
1518379,2.1496778626820914e-06
151979,0.001351847022037227
151988,1.7302115702708127e-05
152002,0.0011820260118745789
152023,0.000674611036806153
152228,0.00020569762368892767
152312,0.0006383156364239609
1528006,0.00023619478332531128
152973,0.001550320731200355
15318,0.0009915589901997974
153503,5.4514349205456035e-05
153519,7.622545549710524e-05
153526,0.000385038114092646
153590,0.0001859906513238626
1536402,2.7329362902593842e-05
153915,7.488301216416169e-07
154417,5.06779018743366e-06
154530,0.0015671839022245934
154533,0.006669014727641978
154544,0.02572930207034747
154548,0.0001325408617655305
154998,0.0012203296535237512
155563,0.0002939394891525403
156043,0.00037802416275045756
156886,0.0008606042982962756
156938,3.297381520495515e-05
15694,0.0003468841377530809
1573712,2.2699757869249393e-05
158309,0.0020064353499212022
158540,0.00025077363900889856
158656,0.00017094532997565898
158717,8.574744139162382e-05
158849,0.0007981226076477279
158888,0.0001926962813915967
1589051,0.020411357542045257
159214,0.006147175892053065
159312,8.061244690595396e-05
159340,2.79500895757797e-05
159406,0.00020412068987421105
159410,2.375321353594376e-06
159433,0.02657990746890622
159655,3.522119858854206e-05
159699,0.012452274497409346
159791,0.00020091835113130412
1599476,4.297654551078067e-06
160054,0.0016404647925083193
160198,0.0004340660338567204
160428,4.6196406236008575e-06
160638,1.2153918778981115e-06
1606776,8.99757965107386e-06
160690,0.0037152776414532403
160848,0.0017820247104869556
1608941,0.0009972320618833882
1611,0.0005252402858785837
161173,5.041061319118155e-06
16132,1.061063175895012e-05
161351,2.3683219740571384e-05
161808,0.002567094700918187
161830,0.00010981228015041452
16186,0.00011304127465988807
161920,0.0021947057023803283
162197,0.0010126214000106182
162233,0.004161914618159456
162269,0.0011011688196761935
162487,0.0017984770234278703
162677,0.03640466558763471
16281,0.0019943784335629726
162820,0.0006544475083652796
162930,0.0003506831355781972
163198,0.001020275471452664
163229,0.0010181055328857566
163386,4.058717154899931e-06
163420,0.0008394902452937546
163570,0.00012575484143975623
163577,9.286952397561501e-07
16361,2.972681331173434e-05
163835,7.020754841751794e-05
164053,0.0012227459016214996
164093,0.0006032504095273518
164189,5.359274808352205e-06
16438,0.00013129004182284835
16448,0.0004419297558698497
164594,0.0025885112139543767
164686,2.624712540933571e-05
164750,8.551387354436595e-06
165011,0.00725906140013291
165068,0.00025953173554062186
165162,0.0004919919822255155
165294,1.999257238533118e-06
165345,8.454692379647631e-06
165663,0.00046035659085091744
165736,4.2168192932714096e-05
16574,0.00024998750062496874
165818,0.0005456750272001855
165830,0.000679259735436141
165855,0.0008153750014577298
166291,0.0006260801016373963
166383,7.509713598774967e-05
166505,6.092128707682632e-05
166658,3.067811100954119e-05
166767,0.00010137375192308951
166785,0.00011636311502024086
167220,3.023670705327634e-06
167287,0.0005810832438633048
167296,2.090881835481582e-06
167320,0.0011924481373727764
167361,0.00041764144594745736
167386,0.0008521861634133507
167399,0.00018934704504366596
167517,0.0011108919221020264
16759,0.002894020247661137
168110,4.908997464095044e-06
168256,0.0006836311313035477
16835,0.0005980757465504093
168958,0.0007653343178652767
168993,3.103803955669518e-05
169099,0.0001422027504207424
169124,9.155245645903237e-06
169202,0.00369861139273983
169228,3.889491760111705e-06
169239,0.0018958356262560143
169317,2.1293826163758327e-06
16944,0.007769955875680236
169526,0.0008219501146612851
169536,0.00036007514968337904
169578,1.156942366557629e-05
169795,0.002410767512994077
169856,0.00010940161932219293
170211,1.864452024303008e-05
170228,3.622928605344336e-06
170330,0.0013713607117669686
170369,0.006338853629412272
170381,3.0359768591514016e-05
170454,0.0006667651650065957
17060,2.0076333241226855e-05
170690,0.022781849958680586
170770,0.004945303701346806
170815,0.01342814363772309
170879,0.0001551895500650163
171150,0.000381314331866055
1714462,0.0009340030102741967
171637,0.0026922611323940953
171693,1.8829211424362256e-05
171728,0.003290388191607065
1717415,3.6319612590799026e-05
171994,0.0002980927802681608
172041,0.0001965954155263635
172167,0.003819682895760476
172350,0.006026701149649405
172582,0.0005328092661943476
172612,0.002075989907395462
172642,6.964469021951357e-05
172772,7.061990122998038e-06
173487,2.6723319870901537e-05
17387,7.167752552487085e-05
173988,0.0036840483808072964
174122,0.0006040740476735879
174132,1.4369767370493863e-05
174557,0.012907753032526519
174752,0.00012256502015235563
174822,0.002932095005002916
175025,2.4332560207552143e-06
175087,0.0015084952674279855
175196,0.00016995097155942805
175286,0.0105512465439145
175379,3.6638879201873615e-05
175553,0.0296025849223687
175708,0.005863172807996951
175775,0.0011970081375122245
176256,6.6344265873932125e-06
176332,0.0004811701564028637
176358,0.0006446878253074453
176360,4.1094689081478255e-05
176936,0.013794108869723492
177060,0.003800059130580932
177454,0.0006214509026684838
17748,0.003668715697187952
177588,0.004172965204280645
1777836,3.1414322401577326e-05
178014,0.0038032520641805537
178122,3.5270802145346497e-05
178135,0.0001207336927147018
178301,1.9154606842142732e-05
178371,1.3432239109105624e-05
178536,0.00015956428476656634
178621,0.0021529312383457553
178645,9.420250997197312e-07
17877,0.0009199204073826162
178799,0.00045416975104701205
178889,0.0029012021781100374
178906,0.001645621922366693
179126,0.000527571170548173
179205,0.0002952001966965962
17929,0.0019858169757349924
179335,0.0003727715067690943
17937,2.6809147684575293e-06
179379,0.001200195509932235
179698,0.0007990380620509817
179730,0.001073779842918276
179764,0.0002924406490716994
180023,0.0022567630756194865
180228,0.08489125205282805
180263,0.00016128731619109927
180449,5.7177511970149426e-05
180516,3.6513204278392887e-06
1811373,0.0002816122404682765
181321,1.3996441098270558e-05
181329,1.256170836347349e-05
18137,6.431058104371786e-05
181376,0.00021488781978222095
181694,0.003342607063123756
18176,0.0015121029695019032
181817,0.00041855662588599846
182302,7.408850494829002e-05
182360,0.004468512482222989
1824831,0.0003114380826487463
18258,0.0027795152378847178
182598,0.009677747939946564
182884,0.00016174174067433507
182900,0.0041260323550167816
183139,4.7513401946203064e-05
183715,5.049254534497759e-07
183858,0.006330558240527309
183867,0.021347537081233974
1839912,9.906048694362195e-07
184043,0.004755653060249226
184091,0.00231247744314252
184187,0.0005794543729511283
184267,0.0004129802679408693
184471,3.92353309783174e-05
184502,0.040117117063086113
184637,0.00018375602203752684
184677,6.092128707682632e-05
184811,0.0006970691761557652
184814,0.002089779153494875
185018,4.713475516734217e-05
185155,7.45912601687169e-05
185383,3.7677430701041276e-06
185440,3.68831746751522e-05
185543,1.574649700179345e-06
185591,3.7923585559532525e-07
185615,0.0037459015737717444
185669,1.1632880445113032e-05
185810,0.0004444472838036286
185948,0.00407725928537384
185999,4.6021851225891036e-06
186096,7.889997752001253e-05
186125,2.4627694585446254e-05
186185,0.00455125961218805
186312,0.00461325053828695
186390,1.3560823043615258e-05
186545,3.2726649760633623e-06
186594,0.0005675690590837744
186734,0.001742678888232189
186805,7.363496196142566e-06
186927,0.0017418730920109888
187162,0.00013623426361875462
187413,4.671399315461792e-06
187422,2.2656911372746357e-06
187478,0.0028797807289134398
187581,0.012756120005223415
1878899,0.003855575627146927
187907,0.0006002428661063752
188190,3.5203965877972427e-07
188202,3.1976474222833216e-05
188342,0.0011260896409890952
188432,0.0007929994187923557
188843,0.0030198634446783933
189641,7.794273285320165e-05
189644,0.0033621800612353885
189678,0.00044426222230159533
189701,9.012601075112115e-05
18977,0.0020015621731845493
190012,0.00013314560746975187
190021,0.0032911055729429135
190235,0.000326125967574884
190531,7.022002227334426e-06
190632,0.00045784271018988593
190888,3.384127110859807e-06
1908947,9.52263193758368e-07
190946,0.006685498075508632
191063,0.0005151464039806568
191070,1.3110082248325042e-06
1913210,9.866808114708611e-07
191429,0.00011905871914574921
191680,0.0001547435293411577
191699,0.005620473765742119
191947,0.00647659709831403
192260,0.00015294502705149275
192338,4.747353784887034e-06
192382,0.014101470698134626
19241,0.0014302877990568375
192925,0.004527201273468646
19297,0.0005704711489299637
193025,5.622849474110815e-07
193160,0.0027592710208996342
193216,0.001540797489559309
193231,0.007336542786202165
193320,0.0025772986544001833
193342,5.750135951595236e-05
193444,1.8027727808448605e-05
193594,8.579301108396496e-05
193802,8.439620066910872e-07
193963,1.3874030452955658e-05
194018,0.0005590643974748816
194036,0.00015590141756470955
194039,0.00044269985990228985
194063,0.0001562464442897036
194246,0.0001918337671507767
19435,0.00015800919371087863
194380,0.00019999498913968167
194578,8.694364067806875e-06
194703,0.0034186897260935437
194743,0.00029136816408465956
1950198,0.0003609835879517037
195237,0.0004454633694405612
195305,8.59648659222829e-05
195368,0.0007317863822298874
195874,0.002544883504441939
196248,0.0025181529892255735
196370,2.1519183387869164e-06
196544,3.1912522007962703e-06
196690,0.0002952238762270292
196969,0.0077329888445182345
19701,0.00984092951830468
197040,0.0008535983571780866
197364,0.0011863358449366913
19740,1.3468082935881607e-05
197424,0.000865423355613494
197460,0.0013230598197473663
197532,0.010398436270893357
197921,0.0017191987687074175
198162,0.0006858759307027716
198302,9.037748595502258e-05
198426,1.519156564275514e-05
198532,0.0006049970678642992
198783,0.001344128153522708
198901,0.0030857230720344672
19892,0.00025648879469949856
198922,0.010732867409068002
199090,3.9271979712760345e-05
199229,0.00011180362242274668
199369,9.963586330549823e-06
199917,4.99623328332775e-06
199995,0.0019785709501408165
200074,0.0010578785373086606
200448,1.6759578471283786e-06
20050,0.00010427225157521596
2006721,8.151471803847859e-07
200775,0.05483397836985428
200777,0.0001724294545415912
200791,0.006216139179329193
200882,0.0027397070950609154
200968,0.00012765409789591462
201022,0.00018361174319794898
201297,1.0083533367577541e-05
201667,5.010982943098996e-06
201678,0.0007772207628147887
201760,0.0023630662601961524
201958,1.731499572658147e-06
201983,0.007193871270501544
202033,0.009065883320323907
202187,0.0019085457545493212
202344,0.00017745048441055453
202545,0.0004343734673584046
202554,0.00026395809582360687
20278,0.0042412952023821275
203008,0.004107929776133935
20319,0.0005744490811362963
2031918,8.662936701344195e-06
203639,1.4300866827467422e-05
203670,0.0001039293121258018
203695,0.00011331756235214272
203711,0.0007392081065473294
203804,5.073337351818364e-06
20403,0.0002916979855182524
204386,0.007321599087970194
204708,0.0008523308406247189
204714,0.001396387285972117
2048033,1.6927577462396703e-06
204901,0.010463360121647563
204968,3.4464893120801096e-06
205180,0.0017892141002996168
205254,0.00017865935808456058
205520,1.5495479366900744e-05
205627,1.444897297689736e-06
206241,0.0014288751813094705
2063135,9.079903147699757e-05
206407,0.0066939002133993095
206465,3.927464253523415e-05
206538,5.508190722399535e-06
206658,0.00044275516642073095
206967,0.01719029543467477
207127,0.0008539039813258193
207290,1.453321617659717e-06
20740,1.1921302420253018e-05
20760,6.123182485294425e-05
207644,4.643340080097578e-05
207735,0.00014234670095491096
208076,0.005293466961464487
208303,0.00011136519251804647
208404,0.002987297607516896
208582,0.0008377212727411546
20862,4.9303156707968525e-06
208774,0.015187427909403311
208997,0.0002862036524527699
209142,0.0001883146554555718
209517,0.00011278784689959363
209773,2.175305475211298e-05
20984,3.367792788066566e-06
21009,2.298215063692418e-05
210323,0.0007242759028233461
210425,0.00027228965373821476
210512,0.0002059626359962037
210757,0.00018588363979234407
210991,0.0036282572732606053
211095,2.762750005848175e-05
211197,0.0002789413118527043
211424,0.000750536871743346
211483,0.0005334148260125196
211570,0.000287901248621538
211758,0.06008807563915403
212129,1.535775069700725e-05
212131,0.0007212895808637719
212200,0.0005985527448642481
2124046,0.0002993421279736217
212612,0.006013992110323264
212614,0.00041606086280079294
212810,5.681534105112926e-06
21292,0.00010216866453999969
2130,0.0006366924206763227
213165,0.00012794934969477753
213212,0.0018091636579023298
213273,1.528496174484433e-05
21334,0.00046046161578362733
213510,3.098199456601427e-05
213590,0.0027022969542282254
213921,0.00032691590512655373
214162,0.002645626227061846
214383,5.60509348224862e-07
214546,0.00011414815683158874
214593,0.0011796046555479773
215041,2.059520618874512e-06
215058,0.000724031614954275
215513,1.3468082935881607e-05
21578,0.0004600391152195293
216212,5.904182784111857e-06
216294,7.582276486576241e-05
216348,0.00021398383901683008
216586,1.912019611262662e-06
2165952,0.00044180977176855394
216846,0.0010498080321735025
216986,2.75148580233326e-06
21744,0.00024995455717578905
21747,0.0010610584575604627
217622,0.0009606520560068585
217641,3.930691919649056e-07
217792,1.9416159423236353e-05
217963,0.0001822223644112532
218885,0.0018077503898564502
218994,0.0008500898612129402
219021,0.0019129017829848849
219203,0.02025707916442128
219243,0.0020459422344261567
219334,0.00031235708688145654
219428,0.00015089648521859604
219483,0.0025699908957997784
219655,0.0002013911818188732
219966,0.00039083216660912496
220312,1.8025957378625224e-05
220946,2.4706643336608416e-06
221059,0.00041955878199975455
22124,0.010668666236538787
221445,6.668731367830899e-05
221603,1.5362690107662327e-05
221803,0.0013954161939801818
221844,1.8617763175126188e-05
221894,0.0006046904570873991
222153,2.103856056040733e-05
222351,0.0002464308161113858
222436,0.0012114556871009568
22257,0.0008250953706328591
222601,1.0270182977873879e-05
222927,0.001193632947490819
222959,0.00012235898218068022
222974,0.00011258413006010959
223054,0.00552013766656668
223197,0.0004184432414955096
22348,0.0012223378398692464
223627,0.0001466511911283954
223701,0.00046161332684538977
224186,0.0019292964419424313
224294,0.0004475542456092869
224638,0.0014982020878903705
224925,4.823250783499497e-07
2252,1.859986908863984e-06
225389,0.0042237381126648986
225754,2.2177455037773928e-05
225930,0.0008746358993078565
225948,0.0003001583727770253
226331,0.0002573986661843533
226380,0.00014716929067927847
226556,4.964954940777115e-05
227088,0.00016566755134520775
2273,8.597384828491616e-05
227487,9.10872909511306e-05
227527,0.013309439169642046
227697,0.0035663667732914617
227776,7.579435330849527e-05
228058,8.88860670085706e-05
228087,0.00031198758810984615
228099,0.0006387287057949226
228266,7.332852658541937e-05
228299,0.00010174452076417741
228323,0.0007481006633784913
228444,0.0005623530814603892
228714,0.0015398872761283524
22875,1.4115706727605112e-05
2290007,1.6927577462396703e-06
229157,0.0012527313140829762
22928,0.001082088879921066
230111,0.00043097865394821144
230667,0.0023915744343950404
230784,0.0005653943557795288
230886,0.000845278925179925
230963,2.0832291718747394e-05
231645,0.0012444165414665642
232480,0.0007737928031386959
232564,0.007180052559795879
232598,1.5722767678596225e-06
232701,0.003054275205864776
232869,9.755405720266545e-05
23290,0.00627671855427209
2330,0.001848497723825219
233035,0.00020722916306086306
233066,0.007845751534421177
233136,5.888006940867715e-05
233147,3.642289956871838e-07
233228,0.0005840723320778229
233862,0.0009200949609705696
234325,0.012494967667277328
234374,1.3380487917487484e-05
234488,0.009570707040714088
234647,0.00036786620094090276
234844,0.0007341292253066849
235169,0.00031174159425190965
235881,0.00017116880862536615
235923,0.0012662300132148796
236287,0.001306911235888053
2365087,0.00018159806295399514
2368302,4.000515274453594e-05
237205,0.04821298095651471
237517,0.004796775165160292
237773,0.0007623302571364956
238115,0.06401305792524697
238245,9.91526530503826e-05
238297,0.00011411442169397085
238440,0.001189586725581769
238495,0.006611725405247552
238506,0.00030532802784863226
2385504,1.1122788666026653e-05
2393596,0.00021791767554479418
239638,0.0009594320917093317
239655,0.0013408233383413867
2397780,6.594175698038118e-06
239827,0.0013291853847595884
239859,0.005443411072861316
239921,0.010175421846067978
239961,0.0010894035138540822
240081,0.001456540976878382
240252,0.0017089397904109112
240311,0.00199641156589394
240665,0.002218119707009803
240865,0.0034292171866357494
240923,0.00042395647735029765
241004,0.0003228334729316833
2411,0.018582223350232692
24113,9.710104874034152e-07
2412330,1.8159806295399513e-05
241724,2.1823081861688344e-05
241813,0.0011868875416917901
242211,0.0001478774402307275
242473,0.0003294396211971293
242511,0.0011308253397052596
242861,0.0016105950595072522
242966,0.0009218112267715669
243008,0.007037787788226081
243012,1.5234027010239948e-07
243418,3.4692638266752734e-07
243474,0.0006399848614751429
243527,0.003431486479593938
2435745,8.681600783237694e-06
243777,0.00026664362706835015
243812,0.00014808284859353898
244073,0.00023840949872069034
244406,0.0024861419239828016
244537,0.0007588994902152656
244711,0.0029852370245613833
245019,0.0054314774901360625
245039,0.001187673572534433
2450537,2.2699757869249393e-05
245133,0.00023054058973138254
245292,0.00019124528587911665
245489,0.0005643419966827991
24568,0.004019340883860246
245760,0.000735507293669824
245992,0.00034726624806508707
246022,0.005591487172583534
246169,2.084021821241275e-05
246611,0.010149959380755589
246628,0.0011236921174652714
246768,0.006099280980672134
246885,0.004761528765266767
246960,0.002167899374427903
247004,3.6416075512374184e-05
247545,0.00028349586211515437
247824,0.00017033267443327584
247966,0.0009476021576393457
248392,0.002432209060675718
248452,2.130827304731377e-05
248798,0.00041169717913223133
248885,3.6416075512374184e-05
248916,8.084371091301503e-06
248920,0.00035994860332863186
249175,0.003164096392379694
249303,3.179778113397339e-05
249420,0.00010541248930214038
24944,0.0025685003590936403
249973,0.0010090646976607426
250435,0.00021341601675497617
25047,1.5827551105145185e-05
2507287,1.1122788666026653e-05
250976,0.00010409487514112986
251033,2.761311073553462e-05
251210,3.3536447805727895e-05
251361,0.00013525579075664967
251375,0.0007648604681881297
251474,9.248962523421052e-06
251491,0.0001499858293482269
251595,5.767516984860402e-05
251604,7.266970486431712e-05
2518003,2.1038560560407328e-05
251925,0.00026800670563963905
252026,7.1575150782725264e-06
252184,9.30131244734199e-05
253142,0.0023617587200820927
253232,6.528681681569256e-05
253397,0.000510343812805362
253408,6.053822048660025e-05
253457,6.975766466771317e-06
253734,8.71382242906434e-06
253861,3.0895788235563215e-06
25394,0.00022489704660470227
254215,0.0008767438331500448
254535,0.001063638471435383
254556,5.970402321196675e-06
25462,0.0019050128202000994
255210,0.00011328538699272172
255268,3.065477765207919e-05
255347,9.14140272237417e-06
255371,2.695959760200847e-05
255704,0.0002605230881692717
255733,2.4702059245241754e-05
255770,3.1264310276919796e-05
255887,0.0008246442497413617
256349,0.010723854800038093
256575,4.815742061120402e-05
256831,6.803164195091589e-07
2570457,0.000731273457989546
257141,0.00256578807267771
257160,3.1229642395384454e-05
257544,0.0005933819037152258
25778,0.00012994103548476872
257787,1.0027860619182157e-05
258000,0.00045146066099834123
258090,0.00020730469879410652
258430,0.0017605264997461285
25857,5.5331024653594707e-05
