artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),id_count,new_id
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.57,0.8370000000000001,0.737,100.131,-7.0539999999999985,0,11,0.14400000000000002,0.0691,0.513,0.0784,0,139827,28,1971,8/1/1971,Do The Do,6,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.57,0.8370000000000001,0.737,100.131,-7.0539999999999985,0,11,0.14400000000000002,0.0691,0.513,0.0784,0,139827,28,1971,8/1/1971,Do The Do,6,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.57,0.8370000000000001,0.737,100.131,-7.0539999999999985,0,11,0.14400000000000002,0.0691,0.513,0.0784,0,139827,28,1971,8/1/1971,Do The Do,6,829643
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.547,0.561,0.551,139.13,-7.338999999999999,1,2,0.413,7.499999999999999e-06,0.201,0.0287,0,182277,27,1971,8/1/1971,What A Woman,6,829643
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.505,0.5670000000000001,0.591,117.984,-8.942,1,2,0.0535,0.00263,0.391,0.0371,0,239444,35,1971,8/1/1971,Red Rooster,6,829643
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts', 'Hubert Sumlin']","[276085, 187478, 45313, 78802, 773407, 829643]",0.624,0.792,0.792,116.583,-7.567,1,7,0.298,0.00028,0.113,0.0427,0,223947,33,1971,8/1/1971,Rockin' Daddy,6,829643
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.705,0.722,0.753,120.81,-8.638,1,9,0.177,1.6800000000000002e-05,0.172,0.0504,0,270173,24,1971,8/1/1971,**** Dang Doodle,5,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.705,0.722,0.753,120.81,-8.638,1,9,0.177,1.6800000000000002e-05,0.172,0.0504,0,270173,24,1971,8/1/1971,**** Dang Doodle,5,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.705,0.722,0.753,120.81,-8.638,1,9,0.177,1.6800000000000002e-05,0.172,0.0504,0,270173,24,1971,8/1/1971,**** Dang Doodle,5,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.705,0.722,0.753,120.81,-8.638,1,9,0.177,1.6800000000000002e-05,0.172,0.0504,0,270173,24,1971,8/1/1971,**** Dang Doodle,5,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.705,0.722,0.753,120.81,-8.638,1,9,0.177,1.6800000000000002e-05,0.172,0.0504,0,270173,24,1971,8/1/1971,**** Dang Doodle,5,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.593,0.8640000000000001,0.785,96.361,-7.829,1,7,0.0607,0.00028,0.114,0.032,0,210827,40,1971,8/1/1971,I Ain't *************,5,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.593,0.8640000000000001,0.785,96.361,-7.829,1,7,0.0607,0.00028,0.114,0.032,0,210827,40,1971,8/1/1971,I Ain't *************,5,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.593,0.8640000000000001,0.785,96.361,-7.829,1,7,0.0607,0.00028,0.114,0.032,0,210827,40,1971,8/1/1971,I Ain't *************,5,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.593,0.8640000000000001,0.785,96.361,-7.829,1,7,0.0607,0.00028,0.114,0.032,0,210827,40,1971,8/1/1971,I Ain't *************,5,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.593,0.8640000000000001,0.785,96.361,-7.829,1,7,0.0607,0.00028,0.114,0.032,0,210827,40,1971,8/1/1971,I Ain't *************,5,773407
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.325,0.539,0.389,184.891,-8.315,1,4,0.105,0.014,0.282,0.0369,0,230853,37,1971,8/1/1971,Sitting On Top Of The World,5,276085
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.325,0.539,0.389,184.891,-8.315,1,4,0.105,0.014,0.282,0.0369,0,230853,37,1971,8/1/1971,Sitting On Top Of The World,5,187478
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.325,0.539,0.389,184.891,-8.315,1,4,0.105,0.014,0.282,0.0369,0,230853,37,1971,8/1/1971,Sitting On Top Of The World,5,45313
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.325,0.539,0.389,184.891,-8.315,1,4,0.105,0.014,0.282,0.0369,0,230853,37,1971,8/1/1971,Sitting On Top Of The World,5,78802
"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']","[276085, 187478, 45313, 78802, 773407]",0.325,0.539,0.389,184.891,-8.315,1,4,0.105,0.014,0.282,0.0369,0,230853,37,1971,8/1/1971,Sitting On Top Of The World,5,773407
"[""Oscar D'León"", 'Beny Moré']","[894831, 758194]",0.7979999999999999,0.556,0.918,95.436,-15.220999999999998,1,5,0.524,0.196,0.0817,0.0528,0,310831,35,1985,8/22/1985,El Baile del Suavecito,2,894831
"[""Oscar D'León"", 'Beny Moré']","[894831, 758194]",0.7979999999999999,0.556,0.918,95.436,-15.220999999999998,1,5,0.524,0.196,0.0817,0.0528,0,310831,35,1985,8/22/1985,El Baile del Suavecito,2,758194
"[""The Highway Q.C.'s"", 'Johnnie Taylor']","[609966, 198162]",0.444,0.3670000000000001,0.597,138.08100000000002,-11.321,1,10,0.823,0.0,0.111,0.0659,0,163312,10,1960,1/1/1960,I Dreamed That Heaven Was Like This,2,609966
"[""The Highway Q.C.'s"", 'Johnnie Taylor']","[609966, 198162]",0.444,0.3670000000000001,0.597,138.08100000000002,-11.321,1,10,0.823,0.0,0.111,0.0659,0,163312,10,1960,1/1/1960,I Dreamed That Heaven Was Like This,2,198162
"[""Youssou N'Dour"", 'Neneh Cherry']","[692100, 332257]",0.68,0.7020000000000001,0.509,154.19799999999995,-9.621,0,1,0.0838,1.79e-06,0.326,0.0267,0,305773,60,2004,2004,7 Seconds (feat. Neneh Cherry),2,692100
"[""Youssou N'Dour"", 'Neneh Cherry']","[692100, 332257]",0.68,0.7020000000000001,0.509,154.19799999999995,-9.621,0,1,0.0838,1.79e-06,0.326,0.0267,0,305773,60,2004,2004,7 Seconds (feat. Neneh Cherry),2,332257
"['Jack Bruce', 'Ginger Baker']","[152312, 655273]",0.583,0.94,0.662,130.221,-10.566,1,2,0.633,3.26e-06,0.342,0.0928,0,169851,37,1965,1965,Harmonica,2,152312
"['Jack Bruce', 'Ginger Baker']","[152312, 655273]",0.583,0.94,0.662,130.221,-10.566,1,2,0.633,3.26e-06,0.342,0.0928,0,169851,37,1965,1965,Harmonica,2,655273
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.476,0.29600000000000004,0.411,81.081,-16.647000000000002,0,4,0.728,0.0,0.964,0.0384,0,203227,52,1989,1989,Samba Do Aviao,2,191699
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.476,0.29600000000000004,0.411,81.081,-16.647000000000002,0,4,0.728,0.0,0.964,0.0384,0,203227,52,1989,1989,Samba Do Aviao,2,781837
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.452,0.182,0.248,130.993,-21.331,1,0,0.8370000000000001,0.000182,0.973,0.0499,0,188080,52,1989,1989,Corcovado,2,191699
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.452,0.182,0.248,130.993,-21.331,1,0,0.8370000000000001,0.000182,0.973,0.0499,0,188080,52,1989,1989,Corcovado,2,781837
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.487,0.329,0.491,81.902,-14.222,1,7,0.851,0.0301,0.974,0.17800000000000002,0,181453,49,1989,1989,One Note Samba,2,191699
"['Gal Costa', 'Antonio Carlos Jobim']","[191699, 781837]",0.487,0.329,0.491,81.902,-14.222,1,7,0.851,0.0301,0.974,0.17800000000000002,0,181453,49,1989,1989,One Note Samba,2,781837
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.542,0.111,0.466,85.26,-23.823,0,0,0.747,0.0129,0.0788,0.0611,0,143893,32,1967,1/1/1967,Coração *********,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.542,0.111,0.466,85.26,-23.823,0,0,0.747,0.0129,0.0788,0.0611,0,143893,32,1967,1/1/1967,Coração *********,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.5670000000000001,0.161,0.448,161.305,-19.959,0,0,0.851,0.0389,0.114,0.0574,0,143507,35,1994,1/1/1994,Coração *********,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.5670000000000001,0.161,0.448,161.305,-19.959,0,0,0.851,0.0389,0.114,0.0574,0,143507,35,1994,1/1/1994,Coração *********,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.489,0.201,0.621,136.717,-22.642,1,5,0.846,0.0118,0.3670000000000001,0.0403,0,189827,27,1967,1/1/1967,Um Dia,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.489,0.201,0.621,136.717,-22.642,1,5,0.846,0.0118,0.3670000000000001,0.0403,0,189827,27,1967,1/1/1967,Um Dia,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.622,0.234,0.833,82.449,-21.248,1,0,0.777,2.29e-06,0.118,0.114,0,112467,37,1967,1/1/1967,Remelexo,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.622,0.234,0.833,82.449,-21.248,1,0,0.777,2.29e-06,0.118,0.114,0,112467,37,1967,1/1/1967,Remelexo,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.511,0.016,0.184,133.322,-31.133000000000006,0,5,0.931,0.00176,0.0885,0.0454,0,91907,26,1967,1/1/1967,Nenhuma Dor,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.511,0.016,0.184,133.322,-31.133000000000006,0,5,0.931,0.00176,0.0885,0.0454,0,91907,26,1967,1/1/1967,Nenhuma Dor,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.511,0.16,0.21,132.27100000000002,-21.857,0,4,0.8079999999999999,0.0539,0.106,0.0448,0,202307,28,1967,1/1/1967,Quem Me Dera,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.511,0.16,0.21,132.27100000000002,-21.857,0,4,0.8079999999999999,0.0539,0.106,0.0448,0,202307,28,1967,1/1/1967,Quem Me Dera,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.319,0.0654,0.674,171.06,-21.441,1,7,0.8109999999999999,0.0,0.327,0.0379,0,83613,26,1967,1/1/1967,Domingo,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.319,0.0654,0.674,171.06,-21.441,1,7,0.8109999999999999,0.0,0.327,0.0379,0,83613,26,1967,1/1/1967,Domingo,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.35600000000000004,0.272,0.509,113.345,-13.263,1,2,0.508,2.02e-05,0.263,0.0368,0,212933,51,1969,1/1/1969,Baby,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.35600000000000004,0.272,0.509,113.345,-13.263,1,2,0.508,2.02e-05,0.263,0.0368,0,212933,51,1969,1/1/1969,Baby,2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.542,0.443,0.932,87.25399999999998,-13.246,1,9,0.339,0.000199,0.382,0.0416,0,214933,48,1969,1/1/1969,Que Pena (Ele Já Não Gosta Mais De Mim),2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.542,0.443,0.932,87.25399999999998,-13.246,1,9,0.339,0.000199,0.382,0.0416,0,214933,48,1969,1/1/1969,Que Pena (Ele Já Não Gosta Mais De Mim),2,639397
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.506,0.0788,0.878,77.20100000000002,-25.139,1,0,0.812,0.00953,0.119,0.0632,0,116173,33,1967,1/1/1967,Onde Eu Nasci ***** Um Rio,2,191699
"['Gal Costa', 'Caetano Veloso']","[191699, 639397]",0.506,0.0788,0.878,77.20100000000002,-25.139,1,0,0.812,0.00953,0.119,0.0632,0,116173,33,1967,1/1/1967,Onde Eu Nasci ***** Um Rio,2,639397
"['Gal Costa', 'Gilberto Gil', 'Caetano Veloso']","[191699, 652255, 639397]",0.648,0.562,0.947,80.658,-12.004,1,2,0.183,0.0,0.0658,0.0788,0,227133,36,1969,1/1/1969,País Tropical,3,191699
"['Gal Costa', 'Gilberto Gil', 'Caetano Veloso']","[191699, 652255, 639397]",0.648,0.562,0.947,80.658,-12.004,1,2,0.183,0.0,0.0658,0.0788,0,227133,36,1969,1/1/1969,País Tropical,3,652255
"['Gal Costa', 'Gilberto Gil', 'Caetano Veloso']","[191699, 652255, 639397]",0.648,0.562,0.947,80.658,-12.004,1,2,0.183,0.0,0.0658,0.0788,0,227133,36,1969,1/1/1969,País Tropical,3,639397
"['Dick Haymes', 'Harry James']","[253457, 950571]",0.61,0.155,0.531,122.175,-14.699000000000002,1,10,0.969,0.00133,0.097,0.0351,0,160573,19,1939,1939,I'll Get By (As Long As I Have You) (with **** Haymes),2,253457
"['Dick Haymes', 'Harry James']","[253457, 950571]",0.61,0.155,0.531,122.175,-14.699000000000002,1,10,0.969,0.00133,0.097,0.0351,0,160573,19,1939,1939,I'll Get By (As Long As I Have You) (with **** Haymes),2,950571
"['Dick Haymes', 'Harry James']","[253457, 950571]",0.61,0.156,0.512,122.234,-14.140999999999998,1,10,0.972,0.00266,0.0887,0.0348,0,160680,3,1939,1939,I'll Get By (As Long As I Have You) (with **** Haymes),2,253457
