id,A,B,C,D,E,F,G,H,I,J,K
181694,2.100156724,-0.2761637,0.025248743,2.326940281,-2.291320581,-0.799481106,0.542690307,0.028123048,0.299918944,0.097978115,-0.022227394
110161,0.580106872,-1.62285576,0.244318667,-0.081891062,0.078160415,0.136146612,0.235117667,0.022212869,-0.031924693,0.015249856,0.016105209
270491,1.811352527,-0.54094305,-0.269347291,0.006577965,0.145313682,0.273684777,-0.336763576,0.095427521,0.013536226,0.020286514,0.049022784
72041,0.063695438,0.680560596,0.469638188,0.351517789,0.243337458,0.580183131,0.109882623,0.089035364,0.001918518,0.049217807,0.041526786
337119,0.77905607,0.169253551,0.158663733,-0.216647579,0.203656323,0.360009624,0.091029149,0.070836286,0.05797823,0.032283476,-0.006082453
617196,1.69141287,-1.669705071,-0.921022506,0.076426617,0.499449286,0.0262693,0.054503852,0.118021646,-0.256372343,-0.122780073,-0.233546912
138699,0.42580322,0.690297992,0.533801242,0.782062301,0.264303551,0.22286975,0.01311988,0.207161602,-0.183686134,-0.012015619,-0.050221975
833631,0.677933892,0.460357559,0.333026817,-0.276606163,-0.11508933,0.343134296,-0.278827064,0.013851688,0.020986542,0.000849163,-0.06861692
783909,1.580766379,0.197896145,0.537629571,0.028277832,0.050286036,0.182317724,-0.477642523,-0.123654481,-0.197286092,0.10884586,0.136234071
757342,-2.149137908,0.832101474,0.374288869,0.319688762,0.221566396,0.273482945,-0.0709265,-0.284548817,-0.139649009,-0.034448905,-0.00078499
260206,-0.169186137,0.574905212,0.296907623,0.010169954,0.208132026,0.053730985,0.227614096,-0.114085044,-0.14806785,-0.034010349,-0.040858586
190946,1.848675112,-0.051191582,-0.301136522,0.341098083,-1.193077401,0.040270289,-0.133673636,-0.133451477,0.190524824,0.090612337,0.055924897
771438,-0.070259861,0.648486767,-0.201621145,0.069029115,0.161425809,0.265436469,0.311064559,0.141119398,-0.326452575,-0.021113482,-0.046551943
120521,1.573879081,-1.585865095,0.739052935,0.023683,-0.251394614,0.021217036,-0.037252261,-0.310276612,-0.004606398,0.025804694,-0.060402287
142767,1.834839875,0.142060267,-0.30408609,0.321964804,-0.273608328,0.248767915,-0.221954951,0.491576799,-0.024509661,0.084283735,-0.016679499
686897,1.467188503,-1.64890104,-0.338593246,-0.192596223,-0.106071266,0.132604806,-0.214248414,-0.159093351,-0.05746599,0.036879126,0.028178215
685647,0.434022922,0.66388551,0.007512162,0.16299716,0.16688119,0.404440877,0.315032492,0.444869871,-0.235847933,-0.06908686,0.03422792
38936,1.48105973,-0.527413865,0.049273976,0.103090317,0.290146415,0.441403998,-0.418732478,-0.207913934,-0.134198341,-0.05048954,-0.077772906
68551,0.30712519,0.450101246,0.122329692,-0.429668494,0.10930005,0.307081072,0.025174508,-0.00649394,0.107367274,0.089108846,0.006181571
311680,0.902706486,-1.61688562,0.220342777,-0.434391264,0.273247279,0.370924554,0.081605512,-0.123215589,-0.043829419,0.007524659,0.008957109
855531,1.673908764,0.653723852,-0.525006645,0.494477778,0.410963896,0.04265153,-0.056157652,-0.130693786,-0.127759147,-0.087391502,0.041213532
569685,1.140314987,-1.613127889,0.384878641,-0.199014564,-0.309168535,0.143093786,0.000549009,0.004984774,-0.02681468,-0.01451891,-0.005418443
289599,-0.769027997,0.686473555,0.565656239,0.293660856,0.546069398,0.151944385,0.007075877,-0.156016907,0.086017295,-0.016891384,0.014769765
354105,0.301190017,0.590743812,0.508229425,0.422536455,0.426703496,0.139986583,0.098795467,-0.02194343,-0.230519308,-0.083551246,-0.003294866
690254,0.018756219,0.457495138,0.412241876,-0.054540298,-0.061733627,0.243234664,-0.034610165,-0.003631136,-0.036112204,-0.006775714,-0.052173198
740576,2.156256124,-0.62039687,-1.458777646,1.407680604,-0.125187908,0.104455094,0.226861428,-0.125077542,0.079233558,-0.076493632,0.068964612
936206,0.638700548,0.436247564,-0.029486247,-0.098521222,-0.093669107,0.416160232,-0.153236135,0.097510748,0.014243138,0.00213553,-0.030215114
761179,0.26428509,-0.894712261,0.670460844,0.415157338,0.852119966,-0.386166985,-0.075558854,0.006553373,0.000269246,0.040011354,0.055032107
781837,1.736855273,-0.540677075,-0.347810153,-0.077437828,0.098343338,-0.072511308,-0.395952803,-0.084926432,-0.100850651,0.046343855,-0.062766647
38490,0.976641332,-1.606048238,0.582355855,0.243000887,0.048503404,0.339305838,0.033007942,0.089604961,-0.045090426,-0.017926226,-0.002623479
193320,-2.15432015,-0.572831834,0.160468125,0.115721551,0.013592371,0.38983515,0.118533843,0.148557797,-0.002108076,-0.012816752,0.001893655
267411,1.681326444,-1.620716045,0.206365122,0.346347766,-0.045521425,0.160002757,-0.527519884,-0.229350412,-0.186172003,0.011191683,0.083996975
952794,1.815670573,0.180283792,0.257704889,1.172294735,0.078165523,-0.327584918,-0.309743275,0.07228098,-0.086110807,-0.005146716,0.013817284
11707,0.817739415,-0.518489484,0.241120754,-0.45574353,-0.175271913,-0.01612698,-0.067043787,0.221420591,0.023386618,-0.001066004,-0.034084277
128099,1.018112892,-1.582670592,0.830739275,0.397926715,0.163782939,-0.258222092,-0.046009441,0.269600685,0.063539899,-0.034799337,0.001331733
921965,1.47129789,0.677883592,0.269978018,0.13560229,-0.7832691,0.391278605,0.088018828,-0.414823398,0.040990441,0.023212971,-0.111928438
31685,1.532953716,0.174303732,0.015985555,-0.216754347,0.048764361,-0.051798921,-0.125719795,-0.023173314,0.024945166,-0.040373644,-0.057164352
205627,1.945075203,0.257730799,-0.50195363,2.34129134,-1.171616199,0.014182444,0.574918546,0.078600553,0.086440651,-0.021325781,0.095019613
260038,1.92578744,-1.658943079,-0.462933295,0.559537869,-0.186151544,0.084642832,-0.154255164,-0.084637598,-0.006215303,-0.016874604,0.104305944
262255,0.87045512,0.459943693,0.071858758,-0.185236017,0.35767443,0.093700436,0.097685093,0.004341135,0.095453921,0.040999922,0.03295609
367188,-0.011786038,-0.910064098,0.494010607,-0.147675631,0.537193548,-0.209100343,-0.006283035,-0.08116634,0.110968903,0.032764089,0.046898727
674887,0.652005666,0.181369885,0.351009612,-0.38991789,-0.284451901,-0.206461057,-0.014129231,0.092368975,-0.003619958,0.037489001,-0.023057618
98465,-1.204214292,-0.040703476,0.229192205,0.611385787,0.389284351,0.443857623,0.412488117,0.128227692,-0.408280109,-0.109039451,0.05603712
478603,0.983182152,0.685286571,0.364056776,0.148074286,-0.323935853,0.284428841,0.006517646,-0.340031316,-0.018359511,-0.043246175,-0.013896445
2784799,1.050979276,-0.933158413,-0.163737194,-0.155246149,0.821165977,0.174386319,0.280093869,-0.133832514,0.011986109,-0.021590698,0.029132946
211758,1.773257435,0.173570198,0.228817696,0.705568454,-0.336038624,0.033400159,0.04429738,-0.064699534,-0.088860876,-0.024001838,0.045912597
326249,0.782548761,0.443821743,-0.25361156,-0.225925136,0.576273594,0.199596026,0.217333536,-0.146222009,-0.108639816,-0.059858475,-0.0121111
744796,1.74128108,-0.026153102,-0.086287341,0.557468474,0.090996184,0.181930824,-0.569268867,0.033073937,-0.021178619,0.019424444,-0.047155071
46861,1.723118184,0.169271994,0.052500687,0.46430048,-0.007502887,-0.039684652,-0.332244811,-0.045908704,-0.080111751,-0.000488224,0.043362182
248392,1.892985805,-1.637119527,-0.050596789,0.264367075,-0.249903322,0.297796263,-0.223639155,0.367504582,-0.074192435,0.052401143,-0.081553955
206967,1.963408993,0.137764166,-0.144345793,1.375966161,-0.315359453,0.539145722,0.080963478,0.129930852,0.146156696,0.062841242,-0.075233224
209142,0.886159988,-0.022010871,0.048470373,-0.318558802,-0.07320364,0.40470167,0.076836337,0.019440219,-0.039283542,0.011238643,-0.023996939
824022,1.333236276,-1.589853741,0.727728129,0.233878442,-0.214535305,-0.061586776,-0.000864933,-0.2656655,-0.083643928,-0.026783316,0.002789422
799053,1.401790107,-1.631201729,-0.011465119,0.029600149,-0.203051789,-0.074285637,-0.15043908,-0.166256673,0.003294821,0.003183839,-0.037895324
1276114,1.401790107,-1.631201729,-0.011465119,0.029600149,-0.203051789,-0.074285637,-0.15043908,-0.166256673,0.003294821,0.003183839,-0.037895324
170369,0.387196919,0.455139569,0.382838385,0.067186275,0.097621376,0.696245664,-0.014616671,0.311454279,-0.197898285,0.006438244,-0.005045235
798662,1.791089736,-0.578361062,-1.161019023,0.269489007,0.71509501,0.081301916,0.408662864,-0.741251576,0.012445809,-0.186684371,-0.064064643
2766592,-0.404548966,-0.520969497,0.39129633,-0.491887243,0.281401882,0.174010946,-0.020914071,-0.180966834,0.045658433,0.048437012,0.046691156
120010,1.344573927,-1.597934801,0.401665119,-0.259292527,0.280599753,-0.096609945,-0.278525577,-0.082298374,0.180495316,0.060958889,0.024093395
170879,-1.937918478,-0.543810826,0.526786236,0.109634886,0.256186893,0.300542588,-0.076677895,-0.104260767,-0.010352481,0.083952161,0.044709642
311074,1.583702812,0.42333683,-0.352360512,0.472717391,-0.633332379,0.002623305,0.095133649,-0.35681208,0.092024105,0.07047689,-0.087228518
608701,1.49107908,-0.508345491,0.436523108,0.388828956,0.005433454,0.254978762,-0.095531911,-0.003905275,-0.029620768,0.02440632,0.010371359
1416172,1.344573927,-1.597934801,0.401665119,-0.259292527,0.280599753,-0.096609945,-0.278525577,-0.082298374,0.180495316,0.060958889,0.024093395
135273,0.797334961,0.69050031,0.422675629,-0.04526602,-0.031526294,0.377725279,-0.015330652,0.204312146,-0.0197955,-0.014055988,-0.045402132
