start,end,score
65590,354105,0.04337242752821421
65590,379125,0.04337242752821421
65590,501802,0.04359371542376632
65590,531986,0.04337242752821421
65590,562304,0.04337242752821421
65590,577627,0.04337242752821421
65590,582930,0.04337242752821421
65590,617196,0.04359371542376632
65590,633181,0.04381500331931843
65590,639053,0.04359371542376632
65590,672011,0.04337242752821421
65590,754032,0.04337242752821421
65590,755156,0.04381500331931843
65590,837486,0.04359371542376632
65590,840402,0.04337242752821421
327735,38490,0.06668935011908812
327735,72041,0.06668935011908812
327735,85776,0.06668935011908812
327735,110161,0.06668935011908812
327735,120521,0.06634909833276624
327735,130036,0.06668935011908812
327735,131627,0.06668935011908812
327735,133528,0.06702960190541
327735,307461,0.06634909833276624
327735,313284,0.06668935011908812
327735,628981,0.06668935011908812
327735,745964,0.06668935011908812
327735,768010,0.06668935011908812
327735,796734,0.06668935011908812
327735,894465,0.06668935011908812
98361,39013,0.05896296296296296
98361,139026,0.05807407407407408
98361,154544,0.058666666666666666
98361,184043,0.05896296296296296
98361,244073,0.058666666666666666
98361,357406,0.058666666666666666
98361,583618,0.05896296296296296
98361,585574,0.05896296296296296
98361,589630,0.05896296296296296
98361,592595,0.05896296296296296
98361,597094,0.058666666666666666
98361,766078,0.05896296296296296
98361,812711,0.05896296296296296
98361,813946,0.058666666666666666
98361,852688,0.05896296296296296
98361,855836,0.05896296296296296
98361,859509,0.05896296296296296
74,759491,1.0
753742,240923,0.1009450311468818
753742,260212,0.1009450311468818
753742,301619,0.10145485453651253
753742,374126,0.10145485453651253
753742,522377,0.1004352077572511
753742,758208,0.10145485453651253
753742,769444,0.1004352077572511
753742,776093,0.1009450311468818
753742,378288,0.03854170956611798
753742,584257,0.03854170956611798
753742,607202,0.038736364664936754
753742,622805,0.03815239936848042
753742,927555,0.03795774426966165
196690,57840,0.11130039750141965
196690,69986,0.11073253833049404
196690,72205,0.11130039750141965
196690,144349,0.11130039750141965
196690,185669,0.11130039750141965
196690,578031,0.11073253833049404
196690,664378,0.11073253833049404
196690,794846,0.11186825667234526
196690,944310,0.11073253833049404
65620,744548,0.19192992743531478
327765,2130,0.12448400412796698
327765,170330,0.12448400412796698
327765,175087,0.12577399380804954
327765,416785,0.12577399380804954
327765,760240,0.12448400412796698
327765,94210,0.07538659793814433
327765,171637,0.07538659793814433
327765,551815,0.07461340206185567
327765,678009,0.075
327765,743929,0.07461340206185567
3211361,219203,0.14213564213564214
3211361,326249,0.14357864357864358
3211361,341672,0.14285714285714285
3211361,413524,0.14213564213564214
3211361,486047,0.14285714285714285
3211361,574119,0.14357864357864358
3211361,883318,0.14285714285714285
3276902,139026,0.1994732169051364
3276902,239827,0.20252637838837828
3276902,312890,0.20252637838837828
3276902,1032082,0.20354409888279226
3276902,798248,0.19192992743531478
3506278,478173,1.0
131178,94205,0.20062047569803515
131178,141256,0.20062047569803515
131178,200775,0.19958634953464321
131178,549797,0.19958634953464321
131178,662800,0.19958634953464321
262255,17748,0.0434948194181945
262255,18258,0.04394092013017598
262255,74195,0.0434948194181945
262255,108124,0.04416397048616673
262255,165011,0.04371786977418524
262255,208076,0.04394092013017598
262255,208774,0.04394092013017598
262255,384675,0.04371786977418524
262255,467203,0.04371786977418524
262255,500889,0.04371786977418524
262255,572579,0.04394092013017598
262255,594665,0.04371786977418524
262255,597309,0.0434948194181945
262255,661524,0.04394092013017598
262255,802302,0.04371786977418524
262255,816701,0.04394092013017598
262255,820434,0.04416397048616673
262255,927555,0.0434948194181945
262255,237205,0.2117400419287212
393345,15694,0.027099910970157126
393345,19892,0.027099910970157126
393345,29791,0.026963042732934112
393345,58372,0.026826174495711095
393345,64303,0.026826174495711095
393345,78886,0.027099910970157126
393345,84053,0.026963042732934112
393345,93566,0.027099910970157126
393345,100160,0.026826174495711095
393345,104455,0.027099910970157126
393345,145128,0.026963042732934112
393345,209142,0.026689306258488078
393345,219203,0.026963042732934112
393345,232564,0.026689306258488078
393345,293896,0.026826174495711095
393345,357406,0.027099910970157126
393345,358820,0.027099910970157126
393345,379125,0.026826174495711095
393345,423267,0.026826174495711095
393345,483587,0.026826174495711095
393345,553483,0.027099910970157126
393345,564333,0.027099910970157126
393345,577627,0.026826174495711095
393345,597094,0.027099910970157126
393345,749734,0.026826174495711095
393345,754032,0.026826174495711095
393345,892823,0.026826174495711095
393345,894465,0.026826174495711095
393345,899530,0.027099910970157126
393345,939567,0.026826174495711095
393345,67631,0.19192992743531478
557191,26520,0.06767926954561126
557191,28432,0.06767926954561126
557191,38579,0.06733917271372376
557191,124492,0.06767926954561126
557191,139741,0.06733917271372376
557191,334193,0.06733917271372376
557191,480108,0.06733917271372376
557191,567862,0.06733917271372376
557191,575695,0.06699907588183628
557191,617196,0.06699907588183628
557191,838875,0.06699907588183628
557191,926428,0.06733917271372376
557191,67631,0.03842460317869984
557191,133719,0.03823151472051542
557191,597736,0.03842460317869984
557191,812802,0.03842460317869984
557191,942335,0.03842460317869984
163977,661524,0.5
163977,664849,0.5
819344,230784,0.19648718054353947
819344,246768,0.19548469492852139
819344,295276,0.19648718054353947
819344,785380,0.19648718054353947
819344,128099,0.04305491157183547
819344,137494,0.04283411715351836
819344,814898,0.043275705990152576
819344,821571,0.04305491157183547
819344,828768,0.04283411715351836
98465,5953,0.043420469649977846
98465,139026,0.043420469649977846
98465,192382,0.043420469649977846
98465,199995,0.043420469649977846
98465,203008,0.043420469649977846
98465,246611,0.043420469649977846
98465,354105,0.043420469649977846
98465,377891,0.043420469649977846
98465,391933,0.0436420026583961
98465,418740,0.0436420026583961
98465,501407,0.0436420026583961
98465,574772,0.0436420026583961
98465,577627,0.043420469649977846
98465,590479,0.0436420026583961
98465,611881,0.043420469649977846
98465,623985,0.043420469649977846
98465,674873,0.043420469649977846
98465,685647,0.043420469649977846
98465,771438,0.043420469649977846
98465,809999,0.043420469649977846
98465,835648,0.043420469649977846
98465,850692,0.043420469649977846
98465,858827,0.0436420026583961
98467,754032,1.0
753833,38490,0.10081587156122107
753833,194036,0.10081587156122107
753833,194703,0.10081587156122107
753833,325459,0.10184460494449883
753833,379125,0.10081587156122107
753833,422405,0.10133023825285996
753833,631774,0.10081587156122107
753833,987491,0.10081587156122107
753833,34249,0.032452711897687725
753833,410219,0.032124906727004014
753833,549797,0.03163319897097844
753833,583959,0.031961004141662155
753833,816890,0.031961004141662155
753833,941579,0.0317971015563203
950441,246960,1.0
786613,75747,0.05284334763948498
786613,114342,0.05257510729613734
786613,172041,0.05284334763948498
786613,180228,0.0523068669527897
786613,182598,0.05257510729613734
786613,184267,0.05284334763948498
786613,240311,0.0523068669527897
786613,418740,0.05284334763948498
786613,490004,0.05284334763948498
786613,490141,0.05284334763948498
786613,562304,0.05257510729613734
786613,771438,0.05257510729613734
786613,787757,0.05284334763948498
786613,793988,0.0523068669527897
786613,820232,0.0523068669527897
786613,838272,0.05284334763948498
786613,866786,0.05284334763948498
786613,894465,0.05257510729613734
786613,921965,0.0523068669527897
655547,5953,0.05021614908772299
655547,22124,0.050728558772291585
655547,84209,0.05047235393000729
655547,91650,0.05047235393000729
655547,98465,0.05047235393000729
655547,137580,0.05047235393000729
655547,165663,0.05047235393000729
655547,200968,0.05021614908772299
655547,315403,0.05047235393000729
655547,422947,0.050728558772291585
655547,446509,0.050728558772291585
655547,500992,0.050728558772291585
655547,743760,0.050728558772291585
655547,771438,0.05021614908772299
655547,891063,0.05047235393000729
655547,918290,0.05047235393000729
655547,12654,0.19192992743531478
32971,58549,0.06742473710090767
32971,66915,0.06708247955217209
32971,75747,0.06742473710090767
32971,100160,0.06708247955217209
32971,163229,0.06742473710090767
32971,478426,0.06742473710090767
32971,490004,0.06742473710090767
32971,502163,0.06742473710090767
32971,582313,0.06708247955217209
32971,597094,0.06776699464964323
32971,642542,0.06674022200343652
32971,899530,0.06776699464964323
32971,65397,0.03842519486958294
32971,170815,0.03842519486958294
32971,567624,0.03842519486958294
32971,583959,0.038229147956983026
32971,607448,0.03842519486958294
753868,30431,0.042597943122419504
753868,137390,0.0423828019955386
753868,139026,0.0421676608686577
753868,140499,0.0423828019955386
753868,169099,0.042597943122419504
753868,212131,0.042597943122419504
753868,219203,0.0423828019955386
753868,238440,0.0421676608686577
753868,250976,0.042813084249300415
753868,334193,0.042597943122419504
753868,575522,0.042813084249300415
753868,617196,0.0423828019955386
753868,621944,0.042597943122419504
753868,746731,0.042813084249300415
753868,755156,0.042597943122419504
753868,769444,0.0423828019955386
753868,790814,0.042597943122419504
753868,919525,0.042597943122419504
753868,937003,0.042597943122419504
753868,597736,0.19192992743531478
164053,18258,0.08333333333333333
164053,59819,0.08248730964467005
164053,165345,0.08375634517766498
164053,208774,0.08333333333333333
164053,262255,0.08375634517766498
164053,290072,0.0829103214890017
164053,376204,0.08417935702199661
164053,594665,0.0829103214890017
164053,661524,0.08333333333333333
164053,767016,0.08375634517766498
164053,788937,0.08333333333333333
164053,802302,0.0829103214890017
622805,31067,0.09865898063151435
622805,46861,0.09815303714109634
622805,90803,0.09865898063151435
622805,108826,0.09865898063151435
622805,128099,0.09865898063151435
622805,139933,0.09865898063151435
622805,238115,0.09865898063151435
622805,817000,0.09815303714109634
622805,66915,0.07094196276586215
622805,159791,0.0705800139762404
622805,824599,0.07021806518661865
3145947,357406,0.5025380710659898
3145947,562304,0.49746192893401014
2064609,219203,0.3310924369747899
2064609,326249,0.334453781512605
2064609,514563,0.334453781512605
884962,7448,0.1
884962,17748,0.09948979591836735
884962,20278,0.10051020408163265
884962,40225,0.09948979591836735
884962,59819,0.09948979591836735
884962,149044,0.1
884962,182360,0.1
884962,290072,0.1
884962,755570,0.10051020408163265
884962,806507,0.10051020408163265
524522,13387,0.04264393364458693
524522,31685,0.04221100030809365
524522,96613,0.04242746697634029
524522,103484,0.04286040031283356
524522,122754,0.04264393364458693
524522,133969,0.04264393364458693
524522,158309,0.04264393364458693
524522,159214,0.04221100030809365
524522,177060,0.04242746697634029
524522,293896,0.04242746697634029
524522,313284,0.04242746697634029
524522,345355,0.04286040031283356
524522,671953,0.04264393364458693
524522,686897,0.04242746697634029
524522,758943,0.04242746697634029
524522,797147,0.04286040031283356
524522,894465,0.04242746697634029
524522,945196,0.04242746697634029
524522,988440,0.04242746697634029
524522,79016,0.038109543204748714
524522,184502,0.038109543204748714
524522,376739,0.03870191952399352
524522,597309,0.03850446075091192
524522,806542,0.03850446075091192
164093,35021,0.1968126655875792
164093,108826,0.1968126655875792
164093,238115,0.1968126655875792
164093,384675,0.19782196130854116
164093,260038,0.10559786152743422
164093,806542,0.10614218040128698
688400,66915,0.8080700725646852
688400,151431,0.03207055342749476
688400,200775,0.031741624674392246
688400,549797,0.031741624674392246
688400,583959,0.03207055342749476
688400,774588,0.032235017804046015
688400,816890,0.03207055342749476
491802,41874,0.1111111111111111
491802,51992,0.1116780045351474
491802,64303,0.1111111111111111
491802,87985,0.1111111111111111
491802,100160,0.1111111111111111
491802,135032,0.1111111111111111
491802,631774,0.1111111111111111
491802,754032,0.1111111111111111
491802,898828,0.11054421768707483
753963,41874,0.11552278207343421
753963,66915,0.11552278207343421
753963,213165,0.11493338012407994
753963,575051,0.11552278207343421
753963,631774,0.11552278207343421
753963,754032,0.11552278207343421
753963,771010,0.11552278207343421
753963,71336,0.031878772193879336
753963,80428,0.03204309576188903
753963,102050,0.03204309576188903
753963,328352,0.032207419329898714
753963,403120,0.031714448625869654
753963,636044,0.03204309576188903
950571,346637,0.5
950571,670641,0.5
2031918,131581,0.24778761061946902
2031918,131650,0.24905183312262957
2031918,419102,0.2515802781289507
2031918,919603,0.2515802781289507
753985,792507,1.0
328014,190021,0.1307132220608253
328014,359494,0.1307132220608253
328014,425105,0.1307132220608253
328014,636474,0.1313801262550132
328014,785380,0.1307132220608253
328014,893111,0.1307132220608253
328014,55304,0.04296668429402433
328014,108826,0.04296668429402433
328014,128099,0.04296668429402433
328014,569685,0.043187026264762916
328014,766893,0.04296668429402433
335,66915,0.04467749907550869
335,71209,0.04444955265165405
335,91438,0.045133391923217955
335,113823,0.044905445499363324
335,132710,0.045133391923217955
335,208582,0.04467749907550869
335,397880,0.044905445499363324
335,489999,0.044905445499363324
335,492331,0.044905445499363324
335,615119,0.044905445499363324
335,651107,0.04467749907550869
335,747445,0.044905445499363324
335,755156,0.045133391923217955
335,838272,0.044905445499363324
335,895136,0.045133391923217955
335,899530,0.045133391923217955
335,960690,0.044905445499363324
335,988638,0.04467749907550869
335,25462,0.09620668906707214
335,378288,0.09572323836824263
164175,21578,0.10091277890466531
164175,59537,0.09939148073022312
164175,139026,0.09939148073022312
164175,192382,0.09939148073022312
164175,287259,0.10040567951318459
164175,308932,0.09989858012170386
164175,349157,0.10040567951318459
164175,648407,0.10040567951318459
164175,671244,0.10040567951318459
164175,771438,0.09939148073022312
65882,127369,0.07704464638482814
65882,201678,0.07704464638482814
65882,206967,0.0766495456341367
65882,245760,0.07743974713551956
65882,267354,0.07704464638482814
65882,334770,0.07704464638482814
65882,378624,0.07704464638482814
65882,489316,0.0766495456341367
65882,642664,0.07625444488344528
65882,684253,0.07704464638482814
65882,764702,0.07704464638482814
65882,802745,0.07704464638482814
65882,958533,0.0766495456341367
524634,92942,0.6678571428571429
164189,29791,0.1430646332607117
164189,100160,0.14233841684822077
164189,423267,0.14233841684822077
164189,564333,0.1437908496732026
164189,577627,0.14233841684822077
164189,754032,0.14233841684822077
164189,758444,0.1437908496732026
196969,130115,0.08797156608467238
196969,154533,0.08707389704299207
196969,223054,0.08752273156383222
196969,756656,0.08797156608467238
196969,814036,0.08797156608467238
196969,9680,0.08009470778602704
196969,66915,0.08092042642299639
196969,79016,0.07968184846754237
196969,176936,0.07968184846754237
196969,307461,0.08050756710451171
196969,411761,0.08050756710451171
196969,423829,0.08009470778602704
295274,295756,0.13444968949293573
295274,354105,0.13444968949293573
295274,354733,0.13513565729647115
295274,625739,0.13513565729647115
295274,745964,0.13444968949293573
295274,754032,0.13444968949293573
295274,179335,0.03182511551861087
295274,188342,0.03182511551861087
295274,399659,0.03231473268043565
295274,583959,0.03182511551861087
295274,806336,0.03215152695982739
295274,819983,0.03198832123921913
295276,190021,0.19623655913978494
295276,359494,0.19623655913978494
295276,425105,0.19623655913978494
295276,893111,0.19623655913978494
295276,55304,0.030699475747414166
295276,82013,0.030699475747414166
295276,108826,0.030699475747414166
295276,128099,0.030699475747414166
295276,766893,0.030699475747414166
295276,814898,0.030856908956375263
295276,821571,0.030699475747414166
196976,1433,0.03685920710845295
196976,13384,0.0366730494967941
196976,14651,0.036300734273476395
196976,136640,0.03648689188513524
196976,162487,0.03685920710845295
196976,175286,0.036300734273476395
196976,194063,0.03704536472011181
196976,196690,0.0366730494967941
196976,207644,0.0366730494967941
196976,227088,0.03704536472011181
196976,232701,0.03648689188513524
196976,234325,0.03648689188513524
196976,337271,0.03648689188513524
196976,368112,0.03704536472011181
196976,410219,0.03648689188513524
196976,510805,0.03704536472011181
196976,629609,0.03648689188513524
196976,762821,0.03704536472011181
196976,791483,0.0366730494967941
196976,798248,0.03685920710845295
196976,934069,0.036300734273476395
196976,170369,0.045889134943231755
196976,177060,0.045889134943231755
196976,690254,0.04612326318273803
196976,814606,0.045655006703725465
196976,837215,0.04612326318273803
754032,38490,0.04774848785730428
754032,46699,0.04750487312333844
754032,55128,0.04726125838937261
754032,66915,0.04774848785730428
754032,120521,0.04750487312333844
754032,174557,0.04750487312333844
754032,180228,0.04750487312333844
754032,239961,0.04774848785730428
754032,279141,0.04750487312333844
754032,332141,0.04750487312333844
754032,496405,0.04750487312333844
754032,538677,0.04750487312333844
754032,792953,0.04750487312333844
754032,793988,0.04750487312333844
754032,803720,0.04750487312333844
754032,824022,0.04750487312333844
754032,852007,0.04750487312333844
754032,29334,0.0136589897000921
754032,35021,0.013729396863494638
754032,90803,0.013729396863494638
754032,117001,0.013729396863494638
754032,135024,0.013729396863494638
754032,137494,0.0136589897000921
754032,269972,0.013729396863494638
754032,376608,0.013799804026897174
754032,404463,0.013588582536689564
754032,418981,0.013729396863494638
754032,477875,0.013729396863494638
754032,766893,0.013729396863494638
754032,821571,0.013729396863494638
754032,941579,0.0136589897000921
295285,840000,0.19192992743531478
98688,34249,0.059532942628719096
98688,72205,0.05893159977388355
98688,165818,0.05893159977388355
98688,296601,0.059532942628719096
98688,385879,0.05983361405613687
98688,393789,0.059532942628719096
98688,396676,0.059232271201301326
98688,515628,0.05893159977388355
98688,522768,0.05983361405613687
98688,583959,0.05863092834646577
98688,629609,0.05893159977388355
98688,662642,0.059532942628719096
98688,774588,0.05893159977388355
98688,174122,0.05756531770281225
98688,224186,0.05727458377502027
98688,286561,0.05756531770281225
98688,956093,0.05727458377502027
688515,101946,0.09954291518537328
688515,134600,0.101066531234129
688515,144458,0.09903504316912139
688515,149044,0.09954291518537328
688515,208076,0.10005078720162519
688515,316834,0.09903504316912139
688515,551115,0.1015744032503809
688515,607448,0.09954291518537328
688515,625201,0.1005586592178771
688515,819946,0.10005078720162519
754055,96613,0.19898477157360406
754055,122754,0.2
754055,237205,0.20101522842639594
754055,793845,0.20101522842639594
754055,894465,0.19898477157360406
33161,31067,0.06554826943449867
33161,64509,0.06588441440595763
33161,82013,0.06554826943449867
33161,94224,0.06588441440595763
33161,108826,0.06554826943449867
33161,128099,0.06554826943449867
33161,129775,0.06588441440595763
33161,198162,0.06554826943449867
33161,343396,0.0652121244630397
33161,414251,0.06588441440595763
33161,477377,0.06588441440595763
33161,772976,0.06588441440595763
33161,423829,0.07009823913681214
33161,754032,0.07082090139595452
33161,840102,0.07082090139595452
885138,48566,0.16764953664700927
885138,139026,0.16512215669755687
885138,357406,0.16680707666385847
885138,393345,0.16764953664700927
885138,894465,0.16512215669755687
885138,954964,0.16764953664700927
98707,825251,1.0
197040,369270,1.0
852405,66915,0.0529350104821803
852405,754032,0.0529350104821803
852405,840102,0.0529350104821803
852405,894465,0.0529350104821803
441,75264,0.04729346532835502
441,91650,0.04729346532835502
441,112789,0.04777360203219618
441,134729,0.047533533680275596
441,295756,0.04705339697643443
441,359326,0.04777360203219618
441,446509,0.047533533680275596
441,485135,0.04777360203219618
441,579839,0.047533533680275596
441,741746,0.047533533680275596
441,789064,0.047533533680275596
441,790820,0.04777360203219618
441,796045,0.04729346532835502
441,806829,0.047533533680275596
441,825087,0.047533533680275596
441,863790,0.04777360203219618
441,883318,0.047533533680275596
441,175775,0.19192992743531478
590265,79016,0.12820319342117634
590265,204901,0.12886745867206326
590265,256349,0.12886745867206326
590265,813485,0.12820319342117634
590265,815575,0.12820319342117634
590265,211758,0.3576555023923444
590285,46861,0.1305913167086491
590285,75825,0.13126446782570397
590285,90803,0.13126446782570397
590285,94224,0.13193761894275888
590285,238115,0.13126446782570397
590285,414251,0.13193761894275888
590285,272567,0.05279822750935813
590285,287604,0.05279822750935813
590285,315909,0.05279822750935813
590285,668448,0.05334535940064681
491996,76881,0.7005649717514124
491996,160198,0.2994350282485876
3178979,312890,0.40505275677675656
3178979,822089,0.4030173157879286
3178979,266063,0.19192992743531478
3539434,744796,0.22967980295566504
360948,259270,0.430379746835443
295415,70534,0.5
295415,211197,0.5
950777,409954,1.0
360956,39656,1.0
131581,38490,0.05394473236467245
131581,38936,0.053669504138322076
131581,41874,0.05394473236467245
131581,46699,0.053669504138322076
131581,59293,0.05394473236467245
131581,66915,0.05394473236467245
131581,87985,0.05394473236467245
131581,354105,0.05394473236467245
131581,631774,0.05394473236467245
131581,754032,0.05394473236467245
131581,814852,0.05394473236467245
131581,840102,0.05394473236467245
131581,852007,0.053669504138322076
131581,898828,0.053669504138322076
131581,939567,0.05394473236467245
131581,52900,0.0640856316479075
131581,74134,0.06375866413949981
131581,823012,0.0640856316479075
721409,5441,0.1665264928511354
721409,371258,0.1665264928511354
721409,388198,0.1665264928511354
721409,741746,0.1665264928511354
721409,750742,0.16736753574432295
721409,751910,0.1665264928511354
492037,46699,0.06691026078561088
492037,66915,0.0672533903281012
492037,83554,0.06793964941308181
492037,84053,0.06759651987059151
492037,100160,0.0672533903281012
492037,300024,0.06759651987059151
492037,478426,0.06759651987059151
492037,530745,0.06759651987059151
492037,560208,0.06691026078561088
492037,627337,0.06691026078561088
492037,631774,0.0672533903281012
492037,754032,0.0672533903281012
492037,97182,0.0640856316479075
492037,102050,0.06375866413949981
492037,282709,0.0640856316479075
721416,44764,0.08023679651977973
721416,237205,0.08064408990312887
721416,287407,0.081051383286478
721416,290590,0.08064408990312887
721416,312890,0.081051383286478
721416,546214,0.08064408990312887
721416,628467,0.081051383286478
721416,762885,0.08145867666982715
721416,776093,0.08064408990312887
721416,927650,0.08064408990312887
721416,266916,0.09474403542608413
721416,502371,0.09718589200923064
328201,57497,0.19939271255060728
328201,154998,0.19939271255060728
328201,239921,0.20040485829959515
328201,290812,0.19939271255060728
328201,355412,0.201417004048583
131603,79016,0.017366374118619667
131603,272567,0.017366374118619667
131603,287604,0.017366374118619667
131603,343396,0.01745635533166951
131603,532957,0.017366374118619667
131603,590285,0.017546336544719356
131603,622379,0.01772629897081904
131603,674332,0.017546336544719356
131603,750203,0.017366374118619667
131603,792507,0.017366374118619667
131603,813392,0.01745635533166951
950805,6320,1.0
3670556,467203,0.7882599580712788
3670556,261309,0.0705800139762404
3670556,2518003,0.0705800139762404
3670556,2896351,0.0705800139762404
131627,55128,0.06176737355301377
131627,66915,0.06240415059995205
131627,89713,0.062085762076482906
131627,120521,0.062085762076482906
131627,180228,0.062085762076482906
131627,241813,0.062085762076482906
131627,289177,0.06240415059995205
131627,332141,0.062085762076482906
131627,538677,0.062085762076482906
131627,754032,0.06240415059995205
131627,792953,0.062085762076482906
131627,824022,0.062085762076482906
131627,894465,0.06240415059995205
131627,28166,0.03842539614978068
131627,31067,0.03842539614978068
131627,309458,0.03842539614978068
131627,316834,0.03842539614978068
131627,941579,0.03822834283619206
754219,6334,1.0
885298,6334,0.09162855333520968
885298,184502,0.09115624120461582
885298,185948,0.09162855333520968
885298,204901,0.09162855333520968
885298,247966,0.09162855333520968
885298,260038,0.09162855333520968
885298,949259,0.09304548972699128
885298,255210,0.17792911928061356
885298,884686,0.17972638311173086
393789,69986,0.15374865754723163
393789,791480,0.15453711220132002
393789,806247,0.15374865754723163
393789,887348,0.15296020289314327
393789,936206,0.15532556685540838
393789,52382,0.057566057483799
393789,131581,0.05727384399403352
393789,144847,0.057566057483799
393789,297894,0.05727384399403352
131650,233066,0.08019015987283136
131650,266255,0.08101262305101424
131650,379125,0.0806013914619228
131650,531986,0.0806013914619228
131650,570825,0.08101262305101424
131650,617196,0.08101262305101424
131650,747445,0.08101262305101424
131650,838272,0.08101262305101424
131650,840402,0.0806013914619228
131650,852855,0.08101262305101424
131650,104714,0.017537196523542214
131650,128099,0.017359153919242292
131650,129775,0.017448175221392255
131650,138833,0.017448175221392255
131650,187581,0.017448175221392255
131650,402872,0.017448175221392255
131650,423829,0.017270132617092333
131650,607448,0.017448175221392255
131650,751592,0.017537196523542214
131650,767095,0.017537196523542214
131650,771297,0.017448175221392255
426564,75264,0.11552235435068432
426564,75747,0.11552235435068432
426564,197364,0.11552235435068432
426564,295756,0.11493594646057932
426564,354733,0.11552235435068432
426564,796045,0.11552235435068432
426564,842802,0.11552235435068432
426564,128099,0.031852200723307564
426564,172612,0.031852200723307564
426564,175553,0.031688856104213674
426564,187581,0.03201554534240145
426564,191947,0.03217888996149533
426564,674161,0.03234223458058921
754251,31685,0.047220157072254604
754251,47033,0.047946621027212366
754251,58549,0.047704466375559786
754251,66915,0.04746231172390719
754251,71209,0.047220157072254604
754251,131650,0.047704466375559786
754251,133969,0.047704466375559786
754251,137474,0.04746231172390719
754251,147635,0.047704466375559786
754251,153590,0.04746231172390719
754251,224638,0.04746231172390719
754251,233066,0.047220157072254604
754251,270491,0.04746231172390719
754251,359966,0.047704466375559786
754251,394806,0.04746231172390719
754251,409670,0.04746231172390719
754251,855423,0.047704466375559786
754251,785773,0.06408507746568985
754251,791120,0.06408507746568985
754251,927736,0.06375977250393508
589,748421,0.8080700725646852
589,151290,0.09620914937597204
589,286662,0.09572077805934275
918111,379125,0.403006957309614
918111,530745,0.4050631152550712
918111,133719,0.06408452889071219
918111,135273,0.06343721041706864
918111,667669,0.06440818812753396
328288,66915,0.4050683739710442
328288,120521,0.40300169859364093
328288,3829,0.015904884497645235
328288,45057,0.01598729322561231
328288,81083,0.01598729322561231
328288,154533,0.01598729322561231
328288,169202,0.01598729322561231
328288,227527,0.01598729322561231
328288,245039,0.016069701953579384
328288,296402,0.01598729322561231
328288,330967,0.016069701953579384
328288,549797,0.015904884497645235
328288,577720,0.01598729322561231
328288,796950,0.016069701953579384
131681,315336,0.21374566903151296
131681,792507,0.21374566903151296
131681,813392,0.2148531595446296
131681,31263,0.17974481658692182
131681,380704,0.1779106858054226
590441,162233,0.1151867157983115
590441,174132,0.11577440312381308
590441,224638,0.1151867157983115
590441,292915,0.1151867157983115
590441,570825,0.11577440312381308
590441,617196,0.11577440312381308
590441,840402,0.1151867157983115
590441,104714,0.06408507746568985
590441,387815,0.06408507746568985
