id,A,B,C,D,E,F,G,H,I,J
307461,1.039971931,0.204078828,-0.009221719,-0.00722059,0.005407062,0.1592451,-0.074488797,-0.091125323,-0.016195195,-0.01943717
346336,1.004073652,-0.524027433,-0.135761896,0.641127545,0.213588195,0.112553309,-0.133740816,0.077750613,-0.002676302,-0.079462764
472102,0.177616288,0.223379085,-0.370315292,0.337908636,0.072179188,-0.05520242,0.149456918,-0.058027451,0.051402084,0.036470553
238115,1.612721473,0.163993154,0.19630209,-0.086765113,-0.020555932,-0.328397577,-0.12924252,-0.055406583,-0.097542041,0.023456126
85915,0.909707805,0.303436046,-0.08288689,0.132361346,0.148073374,0.056906905,-0.045991185,-0.068757074,0.001108715,-0.015819579
187478,0.916110186,0.288000028,-0.093003162,-0.089142946,0.037977829,0.174761241,-0.076951357,0.040586001,-0.034614671,-0.020672175
84209,0.101117785,0.467898958,0.244132646,0.162431523,0.335382854,-0.091002089,-0.074519156,0.006516812,0.019207432,-0.021007888
204901,1.977581977,-0.961392324,0.426453116,-0.219951061,-0.028670149,-0.249768721,0.039824029,-0.207803688,-0.019918508,0.062472527
232480,1.914184653,-1.448751906,-0.142835215,0.624033508,-0.125355497,-0.11296169,-0.305269982,0.300902187,-0.065046428,-0.07760727
1535255,1.914184653,-1.448751906,-0.142835215,0.624033508,-0.125355497,-0.11296169,-0.305269982,0.300902187,-0.065046428,-0.07760727
131650,0.012413272,0.475838625,-0.13314045,-0.300302866,-0.015086006,0.202884158,0.04048643,0.041507291,0.019156231,-0.022694965
317093,1.816182973,-0.429597054,0.184723135,-0.135222314,-0.168375839,-0.355751614,-0.056500359,-0.031514449,-0.075678837,0.024892722
350840,0.99591706,0.188152089,-0.177784352,-0.2590646,-0.167801419,0.036617661,0.023355797,-0.058892795,0.047205381,-0.084562891
467203,0.522217983,0.597359548,-0.069295553,0.230334846,0.018099772,0.150075833,0.11630873,0.001553084,0.014085705,0.013878038
9680,1.695796314,-0.56875876,0.508657964,-0.126149768,0.135100691,0.504966318,-0.144966121,-0.076983018,-0.035842595,0.00167593
137390,0.219449625,0.249477165,0.0367775,-0.11673915,0.235034484,0.138364136,-0.01064921,0.162114786,0.091886572,0.015922118
199995,0.583943202,-0.263637226,-0.106101943,0.048195511,0.403584193,0.242720625,-0.075850995,-0.09679311,-0.02185627,-0.04206914
781423,1.985728585,-1.136116492,0.066213697,-0.021217272,-0.152541391,0.353018087,0.010666055,0.255630016,0.027753092,-0.028124676
325459,-0.017672536,0.220689749,-0.273036795,-0.27907898,0.165658105,-0.049494694,-0.211294401,0.001222681,0.045635674,-0.024115997
414251,1.179924507,0.167344345,0.063444054,-0.136882676,-0.285835797,-0.206043859,0.049348055,-0.037059609,0.109484004,0.009352882
530745,0.473217403,0.175977052,-0.233785721,0.127704621,0.157847356,0.068301234,-0.164589725,-0.087372153,-0.026726105,-0.062491216
404434,1.081492,-0.327620199,-0.039538686,-0.093157738,0.33538644,-0.064672674,-0.19940061,0.008260312,-0.088728943,0.006468854
615026,1.990574242,0.025705241,1.928901291,-0.646838685,0.246287222,0.191644811,0.015963869,-0.056272401,0.009467738,0.098093098
144847,0.743793234,0.124102194,-0.502338617,-0.071189722,0.0466417,0.086262342,-0.06471188,-0.038240948,-0.045209998,0.006659181
256349,1.893754762,-0.403303796,0.353790097,-0.397470787,-0.386208594,-0.228491807,0.116494212,-0.100770244,0.056738032,0.056301195
355142,-0.347809016,0.155649134,-0.103928563,0.2471589,0.269798485,-0.212497526,-0.128713328,0.023005548,0.047460237,-0.032258584
357406,-0.347809016,0.155649134,-0.103928563,0.2471589,0.269798485,-0.212497526,-0.128713328,0.023005548,0.047460237,-0.032258584
467749,1.893754762,-0.403303796,0.353790097,-0.397470787,-0.386208594,-0.228491807,0.116494212,-0.100770244,0.056738032,0.056301195
814751,1.436281119,-0.022820334,-0.256729413,-0.232294455,-0.293193368,-0.072587543,-0.094714349,-0.079654726,0.072304367,-0.103353193
39656,1.613595134,-0.162238989,0.617219567,-0.327644088,0.156680573,0.579969949,-0.102645182,-0.052835199,-0.011124847,0.028710268
204386,1.423971453,-0.149046808,-0.252686709,-0.136049939,-0.264259415,-0.049190225,0.098910196,-0.062716871,-0.005939909,-0.055252732
600069,1.423971453,-0.149046808,-0.252686709,-0.136049939,-0.264259415,-0.049190225,0.098910196,-0.062716871,-0.005939909,-0.055252732
94210,2.013560829,-0.78331097,0.116628098,-0.105816312,-0.366581082,0.102109351,-0.039962963,0.141850941,0.069697906,0.106414034
203008,-0.4855046,0.052444399,-0.117052987,0.02222347,0.414830191,0.295577343,-0.150268307,-0.08989658,0.025711086,-0.043720593
361393,0.32335401,0.376579976,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408
574772,-1.62614663,0.228260063,0.001687237,0.234275767,0.186266681,0.051701524,-0.11377821,0.082109303,0.013554195,0.074384435
1426748,0.32335401,0.376579976,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408
1589051,0.32335401,0.376579976,0.11474548,0.159975802,-0.136086121,0.32574184,0.063424907,-0.029660693,0.047745745,-0.068213408
490004,-1.065800218,0.47331015,0.168940345,-0.266867669,0.146849782,-0.480741644,-0.263631136,0.049545019,0.16196442,0.048001474
379125,1.218248034,-0.143877153,-0.370187714,-0.06761837,-0.07542438,0.043741994,-0.078253245,-0.090369225,0.065373652,-0.027433403
247966,1.916285395,-1.003752947,0.226155372,-0.050875268,-0.265541827,-0.442595792,0.124515698,-0.140986624,-0.022431403,0.046902573
806336,0.947608879,0.861529025,0.47447797,0.252254619,-0.418818238,-0.085864047,0.010026057,0.014589315,0.040093409,0.027871111
742899,1.964598135,-0.497859893,0.183148871,-0.26186285,-0.253120517,0.341962987,-0.154060732,0.035001462,0.016637349,0.025053042
154544,-2.117504727,0.380199814,0.043426217,0.018481242,0.065441768,-0.203184751,-0.2946455,-0.070300562,-0.01506664,0.055656625
858710,1.817238251,-0.140748083,-0.041174543,-0.364003807,-0.160795221,-0.202052298,0.092063968,-0.075298957,0.011572406,0.023635744
61912,1.961819427,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539
74005,1.961819427,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539
764702,1.961819427,-0.792401232,-0.004920509,-0.008728207,-0.178191443,0.326417412,-0.05926531,0.254588655,-0.009246286,0.012684539
43714,0.567108747,0.124959495,-0.380200148,-0.139804415,-0.098692057,-0.01158621,-0.003779147,-0.018367193,-0.107816706,-0.027903612
117844,0.521994266,0.220224412,-0.199251756,-0.269778806,-0.119993226,-0.091923585,0.061933836,-0.034636537,-0.01569315,-0.076129275
291043,-0.205829962,0.020136194,-0.149766374,0.094530663,0.383695041,-0.117865636,-0.118430117,-0.096325281,0.000809156,-0.008779855
239921,0.515573119,0.250971447,-0.284934739,-0.257934633,0.202385002,0.161611956,0.036179535,0.11369706,0.043881115,-0.054652117
956707,0.82271644,0.00991565,-0.128046234,-0.078262527,-0.003455061,0.025529178,-0.071483456,-0.060617679,0.001507964,-0.04247274
864209,1.101784644,-0.088018243,-0.194809197,-0.095859839,-0.064478312,-0.155554568,-0.089766998,-0.03593075,-0.100584916,-0.05785698
163229,1.140391143,0.120662435,-0.361863652,-0.053977363,0.172255145,-0.012979644,-0.098048608,-0.040750496,-0.006681915,-0.011699516
604852,-0.643435085,0.16009294,-0.229276905,-0.067141821,0.287428503,0.030098648,-0.162221943,-0.091576445,-0.021566221,-0.017410626
678009,1.795968688,-0.410545145,0.030915532,-0.49305029,0.067600946,-0.268539718,-0.00320116,0.290376838,0.01989513,0.019165834
781399,1.939138416,-1.66703096,0.741200147,0.101062731,0.680558646,-0.469949658,-0.160909496,0.244406093,-0.171682116,0.079005542
75747,0.120733721,0.580433126,0.231162527,0.006374751,0.022681372,-0.056777269,-0.086395244,0.049207458,0.087035104,-0.045306903
631774,0.872544943,0.143151597,-0.167677419,-0.491023456,0.118995545,-0.328235933,-0.117640254,0.006073849,-0.049419129,-0.026449017
944310,1.506402113,-0.019915461,-0.157879641,-0.381561544,-0.140412119,-0.292222401,0.060192575,-0.035944462,-0.05504395,-0.015435823
59156,1.41777152,0.31681577,0.406096881,-0.120978785,0.110875751,0.037313854,-0.019976063,-0.051558467,-0.076699823,0.043550911
486047,0.255893354,0.592164212,0.456238294,0.415413318,-0.109281591,-0.139235062,0.068594393,0.063611977,-0.074817004,0.03323412
745964,0.833171343,0.09615571,-0.182563698,-0.164036407,0.352401689,0.498166702,-0.330963624,0.023485405,-0.047970154,0.006788725
175286,1.495170476,0.089905016,-0.193273872,-0.150001049,-0.168890957,-0.225388427,0.040557887,-0.037981741,-0.016161728,0.000428893
811622,1.636820666,-0.191958032,-0.0111443,0.071587201,-0.260093948,-0.141093534,-0.158798602,-0.113404639,-0.046327675,0.019816274
240252,1.273634519,0.226260978,-0.222076943,0.038287061,-0.242757767,0.023486503,-0.138887203,-0.079016767,0.036732515,0.000949668
295756,0.607059507,0.266865544,-0.06709886,-0.001353522,0.178772681,0.193722638,-0.217310094,0.202928684,0.021013923,-0.027183109
114342,0.97476292,0.341850629,0.24001261,0.370132595,-0.120468204,-0.081109733,-0.153474299,0.013684645,0.005495038,-0.06504596
2674162,0.560226203,0.155580715,-0.06275845,0.89820401,0.168344636,0.002094711,0.170111437,-0.067069122,0.094193018,0.011828578
162677,1.692441664,-0.051620556,0.87932662,-0.287323565,0.160917827,0.215455805,-0.071672747,0.067082243,0.03131058,0.033664692
246611,-1.465218983,-0.085358395,0.234697032,0.31539649,0.438702348,-0.058808071,-0.102871626,-0.105904568,-0.004815896,0.007494009
766893,1.192121673,0.451459072,0.162193625,-0.056975605,0.08612125,0.093943627,-0.071674703,-0.066466237,0.000157506,-0.01007451
899530,-0.329742488,0.369684355,-0.309067919,-0.09159659,0.132514603,-0.080836811,-0.160043812,-0.005871749,0.029249698,0.00276625
922728,0.889677091,0.359761113,-0.4530236,-0.232169474,0.115485918,-0.008834547,-0.030232633,-0.036704108,-0.004918016,-0.007346331
131627,-0.162611543,0.391898046,-0.306940172,-0.187192521,-0.07817515,-0.025469323,-0.061868504,0.071272052,0.026807187,-0.018097438
625739,0.131040874,0.15271539,-0.154537807,-0.085975251,0.164868219,0.183577245,-0.310441119,0.082985512,-0.021014509,-0.015791527
237205,0.405359775,0.447979877,-0.33742071,0.00348121,0.016496802,0.229919202,0.08971725,-0.012872191,-0.000680547,-0.039971468
615119,1.639560906,0.001825046,0.40528035,0.460001804,-0.242601104,-0.002536154,-0.030151214,-0.01370382,-0.008054846,-0.017911778
1482685,0.405359775,0.447979877,-0.33742071,0.00348121,0.016496802,0.229919202,0.08971725,-0.012872191,-0.000680547,-0.039971468
239827,0.972297851,0.136615621,-0.618252756,0.182666268,0.027621266,0.051775626,0.065966933,-0.04028247,0.002354249,0.019566274
266063,-0.415492415,0.525444577,0.340703559,0.739147942,-0.160930485,-0.016163963,0.146719081,-0.026230264,-0.002036714,0.053656017
605375,0.832194423,0.169449571,-0.617789254,-0.231023924,-0.052774483,-0.099338731,0.098753125,-0.045489356,0.066483041,-0.012597492
181694,2.096539476,-0.374628137,2.779043745,-1.887173261,0.362362459,0.086366061,0.36214735,-0.126654319,0.093581785,-0.047347147
110161,0.558580739,0.140888243,-0.102921902,0.01400995,0.260312766,0.038224826,-0.023897883,-0.002175099,0.018828902,0.017247089
270491,1.807821386,-0.323598526,-0.220226058,0.058088136,-0.263951615,0.022024037,0.004728665,-0.128943744,-0.002780261,0.021835519
72041,0.083381313,0.346726077,0.050747001,0.140733282,0.308359079,0.035671157,-0.024052906,-0.075006246,0.026690828,0.026155986
337119,0.784424604,0.170809997,-0.364040767,0.105497693,0.174603296,0.055168227,0.047179508,-0.01378121,0.024607045,-0.009724171
617196,1.667125591,-1.061860637,-0.161084747,0.438331952,0.066066091,0.159568934,-0.289649631,0.270297732,-0.086785701,-0.178214726
138699,0.4449573,0.333198089,0.587091919,0.269490629,0.156854428,0.168933073,-0.219377684,0.001106069,-0.022200104,-0.048657881
833631,0.687774579,0.379550027,-0.350203978,-0.201267837,-0.190256891,-0.037156663,-0.002963846,-0.012339916,-0.010115086,-0.075422988
783909,1.588408699,0.501575232,-0.024984524,0.0104955,-0.371800422,-0.194164877,-0.223303335,-0.06636631,0.094073515,0.127158973
757342,-2.130840736,0.309295787,0.159282292,0.191516378,0.080418541,-0.327974623,-0.160010339,-0.021786628,-0.043447306,-0.007820842
260206,-0.160524759,0.316747897,0.011307798,0.209339249,0.265786412,-0.101155285,-0.142610308,-0.012706531,-0.031949667,-0.043122159
190946,1.847751009,-0.334901864,0.419108441,-1.150510282,-0.155042584,-0.162392878,0.209969475,-0.119670278,0.075462618,0.030212205
771438,-0.059347175,-0.202006374,-0.100301752,0.113810505,0.376932069,0.1454966,-0.323651035,-0.060870278,-0.024143953,-0.053107838
120521,1.553207449,0.610142219,0.157863077,-0.269280263,0.006311136,-0.298815197,-0.017432103,0.127942485,0.042258252,-0.037609052
142767,1.841394544,-0.413534182,0.134702549,-0.313512484,-0.170016238,0.464336051,-0.068243227,0.07750646,0.081566446,0.004196414
686897,1.444030507,-0.382109989,-0.277118341,-0.182669641,-0.196761855,-0.199378577,-0.042427271,-0.114006168,0.026999822,0.004893045
685647,0.448227051,-0.042044501,-0.065418994,0.092611646,0.407338373,0.432648826,-0.244255806,-0.091129962,-0.083245765,0.021510804
38936,1.481118783,-0.064609006,-0.194552021,0.168926066,-0.240776845,-0.293239032,-0.169680613,-0.014844906,-0.062720105,-0.086512569
68551,0.314365654,0.219180657,-0.511630999,0.018345306,0.077444388,-0.02603781,0.108413088,-0.061302342,0.077655645,-0.007022021
311680,0.882222563,0.180446355,-0.560316189,0.125457615,0.165452104,-0.143872487,-0.037105282,-0.06390522,0.001334232,-0.005321965
855531,1.685998022,-0.581859264,0.250882692,0.426941098,0.007261462,-0.177448626,-0.119354942,-0.148748639,-0.106154532,0.00976685
569685,1.118535488,0.318454834,-0.135752747,-0.37179075,0.015205389,-0.006424023,-0.018263953,-0.048542601,-0.017734609,-0.016417976
289599,-0.753308215,0.49279978,0.166777829,0.532052482,0.123627633,-0.181703292,0.065019371,0.017940139,-0.024486177,0.013860381
354105,0.31517647,0.392815983,0.303420903,0.425015129,0.215518713,-0.028436469,-0.259283433,0.065482094,-0.080278734,0.010975365
690254,0.028343955,0.409056831,-0.092584914,-0.107931198,0.044239685,-0.018760775,-0.057658826,0.043658512,-0.007407768,-0.04504768
740576,2.153405682,-1.759404768,0.962369014,-0.081534963,0.296719801,-0.174141187,0.112437465,-0.243597566,-0.10587114,0.01686163
936206,0.649071283,-0.015511421,-0.284572822,-0.18903398,-0.056507112,0.039322934,0.002605195,-0.099273359,-0.018275433,-0.052970984
761179,0.254335899,0.521717477,0.474572287,0.931623823,-0.093266936,-0.003169627,0.004866861,-0.045660871,0.035157051,0.046436044
781837,1.728268671,-0.366285133,-0.121847978,0.085971393,-0.397003136,-0.096410642,-0.128191097,0.131889187,0.060653527,-0.034962415
38490,0.961415147,0.370495049,0.111299152,-0.042136826,0.150953187,0.052813186,-0.057957626,-0.045153498,-0.02865808,-0.013321946
193320,-2.156432706,0.049434278,-0.065461424,-0.07946349,0.220707442,0.12466345,-0.014031696,-0.033827848,-0.022897224,-0.005449998
267411,1.66494225,0.005778606,0.214531206,-0.096048843,-0.415332442,-0.315297637,-0.203928008,-0.08792573,-0.003815784,0.06580997
952794,1.824240483,0.023010374,1.147204802,0.225994463,-0.289680707,0.013822923,-0.092620485,-0.117443022,-0.024225481,-0.010337347
11707,0.808017047,0.318149785,-0.325437452,-0.203228741,-0.125688326,0.217634046,0.03489122,-0.059581792,-0.005986033,-0.0464486
128099,0.999023401,0.629574766,0.535582547,0.219651853,-0.076561938,0.268499047,0.057763504,0.013187501,-0.035470867,0.002715555
921965,1.483383792,0.199082206,0.127066034,-0.828042432,0.229589218,-0.353958275,-0.034407406,0.490858652,0.071418032,-0.014768495
31685,1.533623321,0.085917223,-0.173505248,0.04817233,-0.148562116,-0.033306254,0.0279603,-0.016565873,-0.042257605,-0.063844909
205627,1.958459837,-1.015861153,2.145517052,-0.990476932,0.669463959,0.119420277,0.063152356,0.136744263,-0.012692316,0.126812987
260038,1.906448821,-0.671370678,0.379131757,-0.204083111,-0.109883136,-0.139396049,0.007619719,-0.160894104,-0.036426265,0.071108485
262255,0.877141848,0.133955828,-0.248014579,0.32530708,0.115705054,-0.004649393,0.106067466,-0.081508489,0.029746449,0.015805228
367188,-0.025157197,0.474038195,-0.051554256,0.549586471,-0.038547445,-0.075546761,0.122865121,-0.021152616,0.032202061,0.041128809
674887,0.64989996,0.476953598,-0.134309757,-0.243987279,-0.109825315,0.110651337,0.014741279,-0.037282974,0.038994943,-0.02919647
98465,-1.195785248,0.016723717,0.301327803,0.319109484,0.591067301,0.114143993,-0.422677678,-0.059274062,-0.117237657,0.049753803
478603,0.996352035,0.343739116,0.106059375,-0.352238585,0.120199616,-0.362224986,-0.030527214,0.011728068,-0.046436611,-0.016165066
2784799,1.039061023,-0.200535765,-0.364030039,0.732476708,0.335018845,-0.135632425,0.032024496,-0.087883776,-0.028797085,0.009929463
211758,1.779971734,0.063740772,0.67814366,-0.284137949,0.109599276,-0.070150611,-0.104737515,0.036217011,-0.022967357,0.054555638
326249,0.78847158,-0.217104649,-0.397265829,0.506778715,0.286258453,-0.109154339,-0.131954522,0.176008326,-0.039391656,0.024631277
744796,1.748659612,-0.238599012,0.312671152,0.068832611,-0.456148354,-0.068796163,-0.051085825,-0.092196213,-0.004926778,-0.069859381
46861,1.729089897,-0.047353149,0.398737224,0.029017771,-0.285107618,-0.092052708,-0.098122239,-0.026449788,-0.009272592,0.038087995
248392,1.875678173,-0.276428217,0.092468182,-0.336845923,-0.14499848,0.349754522,-0.126400336,0.171107625,0.06308097,-0.043861631
206967,1.978931955,-0.562775531,0.948361147,-0.352222569,0.318177197,0.131332469,0.049721298,0.38086523,0.08340991,0.001492848
209142,0.887703659,0.078054118,-0.438730816,-0.184309233,0.156761143,0.006673631,-0.048052029,-0.006867129,0.007529321,-0.025467376
824022,1.313063971,0.571492346,0.367494298,-0.199643087,0.029884894,-0.270319834,-0.077627855,-0.005625863,-0.023228723,-0.000537134
799053,1.378391481,-0.105072236,0.080386266,-0.210743247,-0.163783736,-0.171389919,0.005760541,0.030265554,0.009957544,-0.033958104
1276114,1.378391481,-0.105072236,0.080386266,-0.210743247,-0.163783736,-0.171389919,0.005760541,0.030265554,0.009957544,-0.033958104
170369,0.403114614,0.301631647,-0.243903989,-0.053477844,0.179152055,0.242239559,-0.228403115,-0.107240712,-0.018308769,-0.024528017
798662,1.781272384,-1.272716512,-0.051554288,0.674772092,0.499101125,-0.653161572,-0.017855534,0.414039546,-0.134513824,0.01399038
2766592,-0.411508379,0.444328261,-0.493501668,0.197293112,0.021779503,-0.191010194,0.048004347,-0.020395515,0.045667532,0.041379218
120010,1.322277707,0.354756346,-0.191062765,0.248047339,-0.293927249,-0.101150718,0.177113388,0.016997167,0.060401367,0.024119199
170879,-1.938802714,0.416349761,-0.027104131,0.179542201,0.048289759,-0.147916802,-0.024304692,-0.051759112,0.071233109,0.033997284
311074,1.589425098,-0.416130398,0.473180088,-0.579105418,0.118901734,-0.331217359,0.084215732,0.133194881,0.086365083,-0.062329096
608701,1.490810958,0.272938488,0.25805668,-0.037296378,0.019585769,-0.050541748,-0.046693632,-0.047732736,0.011282263,-0.000512438
1416172,1.322277707,0.354756346,-0.191062765,0.248047339,-0.293927249,-0.101150718,0.177113388,0.016997167,0.060401367,0.024119199
135273,0.811847096,0.413677498,-0.155542315,-0.106075289,0.085590333,0.176172869,-0.046805611,0.008771546,-0.022799012,-0.044806775
128440,-0.304691352,0.420015449,0.044539093,0.019410293,0.15762549,0.153073506,0.048003466,-0.052935149,0.030673375,-0.050752829
33666,1.123251249,-0.015693369,-0.334667498,0.203682468,0.218008872,0.185132683,-0.057415756,-0.112068201,-0.074668414,-0.033851286
410219,1.340245576,0.116581741,-0.14142095,-0.251245534,-0.223799965,-0.150594405,0.12250891,-0.015231079,-0.002623302,-0.046556346
750742,-1.896591342,0.060529659,0.506610681,0.931480698,0.421880126,-0.148883939,-0.035153487,-0.070079638,-0.061610938,0.026925917
1006782,2.232745082,-0.685927803,2.11288506,-1.32682607,-0.250325333,0.071625023,0.14791948,-0.219934937,-0.027806091,0.033583611
994823,-0.515664069,0.462442402,-0.207667476,0.286525243,-0.002224981,-0.03784572,0.157263862,-0.01395379,0.024203119,0.034515462
62823,-2.959835775,0.201192941,0.380698053,-0.12170048,0.085839031,-0.676235414,-0.279742861,-0.041933471,0.003150627,0.033647949
751019,0.848580021,0.272458326,-0.06312592,-0.438019219,0.261648038,-0.167056469,-0.065497311,-0.016758192,-0.015338318,0.034981793
327735,-0.582981211,0.191406331,-0.236870913,-0.361760953,0.252442086,0.043502302,-0.164995088,-0.074926448,-0.033852006,-0.030514722
852007,1.571305999,0.047236221,-0.350303168,-0.38293489,0.031183579,-0.39190702,-0.067472714,-0.033971543,-0.085787989,0.009335686
136871,0.691463709,0.375629635,-0.25972049,-0.335178522,-0.089440483,0.039218601,-0.100112555,-0.014773795,0.018546451,-0.092103279
313284,0.647653194,0.300538759,0.112539016,-0.137229539,0.072118733,0.072925498,-0.142613489,-0.03294771,-0.002636168,-0.041001976
424244,-0.788234257,0.050570505,-0.03085542,0.325799716,0.447743652,0.037615768,-0.160271675,-0.132388932,-0.053935635,0.003336575
549797,1.893935895,-0.105453349,-0.209615649,-0.398411881,-0.47277878,-0.270482808,-0.000755521,-0.078751338,0.108341288,0.055650313
850692,0.703145001,0.195274497,0.146101684,-0.000431437,0.017473202,0.210102412,-0.254022358,-0.086653735,-0.004857042,-0.011704387
293896,0.926094682,0.170444796,-0.409995332,0.004082015,0.130612657,0.116627683,-0.060203391,-0.04551167,0.020285422,-0.050961913
37730,-0.066294565,0.021254402,-0.375230521,0.284672091,0.340763891,-0.091992775,-0.111297557,-0.058561568,0.022117016,-0.010073516
